Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Price,Model,Brand
2018,13000,Petrol,Manual,First,21.4,83.1,6.6,BALENO ZETA 1.2,Maruti
2013,74000,Petrol,Manual,First,22.0,81.8,4.5,DZIRE VXI,Maruti
2009,75000,Petrol,Manual,Second,14.7,76.0,1.0,AVEO U-VA 1.2 LT,Chevrolet
2017,25000,Diesel,Manual,First,20.14,88.0,6.9,POLO 1.5 TDI HIGHLINE,Volkswagen
2012,53000,Diesel,Automatic,First,18.15,115.0,16.75,ROVER FREELANDER 2 TD4 SE,Land
2015,52000,Diesel,Automatic,First,14.16,174.3,25.49,Q5 30 TDI QUATTRO PREMIUM,Audi
2015,20000,Diesel,Automatic,First,18.53,187.74,35.5,A6 35 TDI MATRIX,Audi
2018,32663,Diesel,Manual,First,24.0,73.97,6.28,GRAND I10 1.2 CRDI SPORTZ,Hyundai
2012,76777,Diesel,Manual,Second,12.05,120.0,4.88,SCORPIO SLE BSIV,Mahindra
2016,100303,Diesel,Manual,First,22.95,74.0,3.7,BOLT QUADRAJET XE,Tata
2015,43993,Petrol,Manual,First,21.1,55.2,3.45,EON ERA PLUS,Hyundai
2016,72118,Diesel,Manual,First,15.4,120.0,10.23,SCORPIO S8 8 SEATER,Mahindra
2010,83000,Petrol,Automatic,Second,11.1,142.0,6.5,ACCORD 2001-2003 2.0 AT,Honda
2016,7523,Petrol,Manual,First,16.2,74.0,6.15,POLO 1.2 MPI HIGHLINE,Volkswagen
2014,34670,Petrol,Manual,First,15.1,73.0,2.9,EECO 7 SEATER STANDARD,Maruti
2016,30000,Diesel,Manual,First,24.0,70.0,5.5,GRAND I10 CRDI SPORTZ,Hyundai
2017,17000,Diesel,Automatic,First,10.91,197.0,31.0,ENDEAVOUR 3.2 TITANIUM AT 4X4,Ford
2015,59261,Diesel,Manual,First,24.0,73.97,4.25,GRAND I10 1.2 CRDI SPORTZ,Hyundai
2016,65210,Diesel,Manual,First,22.9,74.0,5.48,SWIFT VDI,Maruti
2016,19000,Petrol,Manual,First,18.6,81.83,7.25,I20 1.2 ASTA OPTION,Hyundai
2012,50000,Petrol,Manual,First,17.5,85.8,3.0,SWIFT DZIRE VXI,Maruti
2015,47000,Diesel,Automatic,First,22.69,190.0,29.5,3 SERIES 320D LUXURY LINE,BMW
2007,75000,Petrol,Manual,Second,17.7,78.0,1.49,CITY ZX GXI,Honda
2013,54534,Petrol,Automatic,First,16.95,78.9,3.65,I10 SPORTZ 1.2 AT,Hyundai
2018,13000,Diesel,Manual,First,23.0,98.96,10.9,ECOSPORT SIGNATURE EDITION DIESEL,Ford
2015,48808,Petrol,Manual,First,23.1,67.04,4.3,CELERIO ZXI MT,Maruti
2012,63001,Diesel,Manual,Second,20.77,88.76,6.11,ERTIGA VDI,Maruti
2015,64771,Diesel,Manual,First,12.8,102.0,15.5,INNOVA 2.5 V DIESEL 8-SEATER,Toyota
2016,34634,Petrol,Manual,First,17.8,117.3,6.9,CITY I VTEC SV,Honda
2012,69242,Petrol,Manual,First,19.1,85.8,4.69,SWIFT DZIRE VXI,Maruti
2011,33292,Petrol,Manual,First,18.5,85.8,3.19,RITZ LXI,Maruti
2012,55000,Petrol,Automatic,Second,15.0,98.6,3.75,I20 SPORTZ AT 1.4,Hyundai
2019,1000,Petrol,Manual,First,17.19,81.86,8.6,I20 ACTIVE SX DUAL TONE PETROL,Hyundai
2011,80000,Petrol,Manual,Second,17.0,118.0,3.85,CITY 1.5 E MT,Honda
2016,65003,Diesel,Automatic,First,13.6,97.7,67.83,CAYENNE S DIESEL,Porsche
2019,16573,Petrol,Manual,First,17.8,86.7,9.31,AMAZE VX I-VTEC,Honda
2008,53000,Petrol,Automatic,First,12.9,130.0,3.0,CIVIC 2006-2010 1.8 S AT,Honda
2015,53000,Petrol,Manual,First,18.6,81.83,5.5,I20 MAGNA 1.2,Hyundai
2017,50129,Diesel,Manual,First,19.67,126.2,13.3,CRETA 1.6 CRDI SX,Hyundai
2013,63716,Diesel,Automatic,First,15.73,174.33,23.0,Q3 2012-2015 2.0 TDI QUATTRO PREMIUM PLUS,Audi
2018,11000,Petrol,Manual,First,24.7,47.3,3.35,ALTO 800 2016-2019 LXI,Maruti
2012,115000,Diesel,Automatic,Third,15.06,177.0,10.0,X1 SDRIVE 20D EXCLUSIVE,BMW
2013,63265,Petrol,Manual,First,20.36,78.9,2.95,I10 MAGNA,Hyundai
2016,20000,Diesel,Manual,First,21.66,108.62,6.75,AMEO 1.5 TDI HIGHLINE,Volkswagen
2010,79000,Petrol,Manual,Third,16.47,73.9,2.44,POLO PETROL HIGHLINE 1.2L,Volkswagen
2015,41000,Petrol,Manual,First,20.73,91.1,5.85,CIAZ VXI PLUS,Maruti
2015,26323,Petrol,Automatic,First,17.21,103.5,7.4,POLO GT TSI,Volkswagen
2016,76000,Diesel,Manual,First,24.4,71.0,3.8,XCENT 1.1 CRDI BASE,Hyundai
2008,69972,Petrol,Manual,First,13.5,130.0,3.8,CIVIC 2006-2010 1.8 S MT,Honda
2008,69000,Petrol,Manual,First,17.7,78.0,2.7,CITY ZX GXI,Honda
2016,65000,Diesel,Manual,First,15.96,62.1,7.21,BOLERO ZLX,Mahindra
2016,29512,Petrol,Manual,First,17.4,117.3,7.9,CITY I VTEC V,Honda
2017,51000,Diesel,Manual,First,25.4,73.97,4.2,XCENT 1.2 CRDI S,Hyundai
2014,58003,Diesel,Manual,First,19.01,108.45,5.75,DUSTER 110PS DIESEL RXL,Renault
2013,56500,Petrol,Automatic,First,16.98,66.1,3.45,A-STAR AT VXI,Maruti
2014,29063,Diesel,Automatic,First,17.11,174.33,25.75,A4 2.0 TDI 177 BHP PREMIUM PLUS,Audi
2018,46811,Diesel,Manual,First,16.0,140.0,16.59,XUV500 W8 2WD,Mahindra
2014,31897,Petrol,Manual,First,18.06,74.96,4.69,PULSE PETROL RXZ,Renault
2009,52100,Diesel,Automatic,Second,13.2,170.0,7.5,3 SERIES 320D,BMW
2016,73000,Diesel,Manual,First,13.68,147.8,16.5,INNOVA CRYSTA 2.4 GX MT,Toyota
2009,31423,Petrol,Manual,First,17.0,118.0,1.99,CITY 1.5 S MT,Honda
2014,75180,Diesel,Manual,First,22.9,74.0,5.25,SWIFT VDI,Maruti
2013,75000,Diesel,Manual,Second,19.64,108.45,5.4,DUSTER 110PS DIESEL RXZ PLUS,Renault
2014,15000,Petrol,Manual,First,16.47,74.0,3.9,POLO 1.2 MPI COMFORTLINE,Volkswagen
2015,12000,Petrol,Manual,First,17.19,81.86,5.8,I20 ACTIVE 1.2 S,Hyundai
2014,32000,Diesel,Automatic,First,18.12,190.0,30.5,5 SERIES 2013-2017 520D LUXURY LINE,BMW
2017,44504,Diesel,Manual,First,23.4,74.0,5.6,SWIFT DZIRE LDI,Maruti
2012,66000,Diesel,Automatic,First,18.15,165.0,23.0,M-CLASS ML 350 4MATIC,Mercedes-Benz
2015,39437,Diesel,Manual,First,28.4,74.0,5.15,SWIFT LDI,Maruti
2017,36931,Diesel,Automatic,First,19.08,126.2,9.48,VERNA 1.6 CRDI AT SX OPTION,Hyundai
2016,17800,Petrol,Automatic,Second,21.9,37.48,2.38,NANO XTA,Tata
2009,71346,Petrol,Manual,First,17.5,85.8,3.8,SWIFT DZIRE LXI,Maruti
2015,45000,Petrol,Manual,Second,18.6,81.83,5.5,I20 ASTA OPTION 1.2,Hyundai
2010,85155,Petrol,Manual,First,17.0,80.0,3.55,I20 1.2 SPORTZ,Hyundai
2015,48823,Petrol,Manual,First,20.73,91.1,6.35,CIAZ ZXI,Maruti
2015,37000,Diesel,Automatic,First,12.7,187.7,36.0,ROVER RANGE ROVER 2.2L PRESTIGE,Land
2005,92000,Diesel,Manual,Second,16.1,70.0,1.1,INDIGO LX BSII,Tata
2014,36000,Petrol,Manual,First,17.57,88.7,3.7,ZEST REVOTRON 1.2T XM,Tata
2016,24569,Diesel,Manual,First,16.0,140.0,13.5,XUV500 W10 1.99 MHAWK,Mahindra
2008,95000,Petrol,Automatic,Third,11.7,177.6,2.85,ACCORD 2.4 AT,Honda
2015,25811,Petrol,Manual,Second,25.4,37.5,2.13,NANO TWIST XT,Tata
2015,65000,Diesel,Manual,First,22.7,126.2,7.75,ELANTRA CRDI S,Hyundai
2017,100400,Diesel,Manual,First,25.0,69.0,2.85,INDICA V2 ELS,Tata
2014,76414,Diesel,Manual,First,25.8,98.6,4.95,AMAZE S I-DTECH,Honda
2012,82103,Diesel,Manual,First,15.1,140.0,6.2,XUV500 W8 2WD,Mahindra
2013,98000,Diesel,Automatic,First,18.56,190.0,17.5,X3 XDRIVE 20D EXPEDITION,BMW
2010,45252,Petrol,Manual,First,18.9,81.86,2.25,GRAND I10 1.2 KAPPA MAGNA,Hyundai
2017,10300,Petrol,Manual,First,21.4,83.1,6.75,BALENO ZETA 1.2,Maruti
2016,42024,Diesel,Automatic,First,19.08,126.2,9.73,VERNA 1.6 CRDI AT SX,Hyundai
2018,51236,Diesel,Manual,First,25.47,88.5,8.49,ERTIGA VDI,Maruti
2013,52000,Petrol,Automatic,First,13.6,181.0,25.0,COOPER S CARBON EDITION,Mini
2015,42894,Diesel,Manual,First,23.2,73.94,5.59,RITZ ZDI,Maruti
2011,68000,Diesel,Automatic,First,15.6,106.0,4.8,LAURA L N K 1.9 PD AT,Skoda
2014,69000,Diesel,Manual,First,22.7,89.84,5.45,ECOSPORT 1.5 DV5 MT TITANIUM OPTIONAL,Ford
2017,10000,Petrol,Manual,First,18.6,81.83,6.5,I20 2015-2017 SPORTZ 1.2,Hyundai
2015,16000,Petrol,Manual,First,19.4,86.8,4.35,BRIO E MT,Honda
2013,46992,Diesel,Manual,First,25.8,98.6,3.75,AMAZE S I-DTECH,Honda
2010,53000,Diesel,Automatic,Third,18.48,177.0,12.0,5 SERIES 2003-2012 520D,BMW
2014,58000,Diesel,Automatic,First,12.07,97.7,32.0,Q7 3.0 TDI QUATTRO PREMIUM PLUS,Audi
2015,50000,Diesel,Manual,Second,24.0,70.0,4.0,GRAND I10 CRDI MAGNA,Hyundai
2011,39010,Diesel,Manual,First,23.08,63.1,2.6,MICRA DIESEL XV,Nissan
2016,26946,Petrol,Manual,First,18.9,82.0,4.45,GRAND I10 SPORTZ,Hyundai
2015,28700,Petrol,Manual,First,21.1,55.2,2.6,EON ERA,Hyundai
2011,60000,Petrol,Automatic,First,11.74,186.0,16.0,NEW C-CLASS C250 AVANTGARDE,Mercedes-Benz
2014,38999,Diesel,Automatic,First,12.7,187.7,32.5,ROVER RANGE ROVER 2.2L PURE,Land
2016,39000,Diesel,Automatic,First,11.18,184.0,13.85,SSANGYONG REXTON RX7,Mahindra
2018,7784,Petrol,Manual,First,20.73,91.1,8.76,CIAZ 1.4 DELTA,Maruti
2014,45710,Petrol,Automatic,First,11.8,97.7,23.68,R-CLASS R350 4MATIC LONG,Mercedes-Benz
2017,42000,Petrol,Automatic,First,22.0,81.8,5.5,DZIRE AMT VXI,Maruti
2013,75995,Diesel,Automatic,Second,11.49,97.7,65.81,ROVER RANGE ROVER VOGUE SE 4.4 SDV8,Land
2013,57000,Diesel,Manual,First,19.01,108.45,4.99,DUSTER 110PS DIESEL RXZ,Renault
2013,85350,Diesel,Manual,Second,22.32,126.32,5.7,VERNA 1.6 SX,Hyundai
2016,82725,Petrol,Automatic,First,14.28,138.03,11.99,COROLLA ALTIS 1.8 VL CVT,Toyota
2016,19000,Diesel,Automatic,Second,21.76,190.0,29.99,3 SERIES SPORT,BMW
2018,13900,Petrol,Manual,First,18.88,110.4,9.5,ECOSPORT 1.5 TI VCT MT SIGNATURE,Ford
2014,108000,Diesel,Manual,First,25.2,74.0,5.5,SWIFT VDI BSIV,Maruti
2016,36000,Diesel,Automatic,First,11.72,194.3,23.0,SANTA FE 4X4 AT,Hyundai
2013,62188,Diesel,Manual,First,17.2,53.5,2.95,INDICA V2 DLS,Tata
2015,58397,Diesel,Manual,First,24.0,70.0,4.9,GRAND I10 CRDI SPORTZ,Hyundai
2006,85000,Petrol,Manual,Third,18.15,97.7,1.3,SANTRO XING XL,Hyundai
2016,30000,Petrol,Automatic,First,22.5,67.0,4.25,WAGON R VXI AMT,Maruti
2018,29907,Diesel,Manual,First,16.0,140.0,16.36,XUV500 W10 2WD,Mahindra
2009,46000,Diesel,Automatic,First,16.55,147.51,9.95,A4 2.0 TDI,Audi
2012,65000,Diesel,Manual,First,20.54,103.6,5.5,VENTO DIESEL HIGHLINE,Volkswagen
2016,22000,Diesel,Manual,First,24.3,88.5,8.25,VITARA BREZZA ZDI PLUS DUAL TONE,Maruti
2002,99024,Petrol,Manual,First,17.3,60.0,0.95,ZEN LX,Maruti
2016,34952,Petrol,Manual,First,19.81,68.05,4.01,I10 ERA,Hyundai
2019,13913,Petrol,Manual,First,17.5,88.7,8.2,WR-V EDGE EDITION I-VTEC S,Honda
2014,71000,Diesel,Manual,Second,25.1,98.6,6.2,CITY I DTEC VX,Honda
2012,97000,Diesel,Automatic,First,11.5,169.0,16.75,FORTUNER 4X2 4 SPEED AT,Toyota
2017,21000,Diesel,Automatic,First,16.0,140.0,16.5,XUV500 AT W10 FWD,Mahindra
2007,116000,Diesel,Manual,Third,10.9,97.7,3.75,ENDEAVOUR XLT TDCI 4X4,Ford
2012,110438,Diesel,Manual,First,20.0,68.05,3.5,FIGO DIESEL ZXI,Ford
2017,66507,Petrol,Automatic,Second,19.0,88.7,5.43,JAZZ 1.2 V CVT I VTEC,Honda
2017,54650,Diesel,Automatic,First,10.91,197.0,30.35,ENDEAVOUR 3.2 TITANIUM AT 4X4,Ford
2014,32000,Petrol,Automatic,First,17.97,99.6,7.99,SUNNY XL CVT,Nissan
2011,75378,Diesel,Manual,First,18.7,66.0,3.59,OCTAVIA AMBIENTE 1.9 TDI MT,Skoda
2012,82697,Diesel,Manual,First,25.44,57.6,1.9,BEAT DIESEL LT,Chevrolet
2009,53000,Petrol,Automatic,First,12.1,164.7,4.7,CAMRY W2 (AT),Toyota
2012,53000,Diesel,Manual,First,19.01,108.45,7.25,DUSTER 110PS DIESEL RXZ,Renault
2016,26212,Diesel,Automatic,First,17.9,136.0,24.46,GLA CLASS 200 D STYLE,Mercedes-Benz
2014,23500,Petrol,Manual,Second,17.57,88.7,3.9,ZEST REVOTRON 1.2T XMS,Tata
2013,56127,Petrol,Manual,First,18.5,80.0,5.15,I20 1.2 MAGNA,Hyundai
2015,26000,Petrol,Automatic,First,21.5,81.8,3.65,WAGON R VXI AMT1.2,Maruti
2016,26000,Diesel,Manual,First,25.4,73.97,5.0,XCENT 1.2 CRDI S,Hyundai
2009,42000,Petrol,Manual,First,17.0,118.0,2.3,CITY 1.5 S MT,Honda
2001,130000,Petrol,Manual,Second,13.2,94.0,0.75,ACCENT GLE,Hyundai
2009,53000,Petrol,Manual,Second,13.9,103.2,1.85,VERNA XI (PETROL),Hyundai
2010,114703,Petrol,Manual,First,15.6,70.0,1.8,FIGO PETROL ZXI,Ford
2014,97439,Diesel,Manual,First,25.8,98.6,4.41,AMAZE S I-DTECH,Honda
2006,40000,Petrol,Manual,First,18.9,67.1,2.0,WAGON R LX BSII,Maruti
2014,81609,Diesel,Manual,First,17.8,97.7,5.55,SWIFT VDI BSIV,Maruti
2014,28000,Diesel,Automatic,First,13.0,97.7,31.75,E-CLASS FACELIFT,Mercedes-Benz
2015,37500,Diesel,Automatic,First,17.68,174.33,32.0,A6 2011-2015 35 TDI TECHNOLOGY,Audi
2010,37000,Diesel,Automatic,First,13.5,97.7,21.0,S CLASS 2005 2013 S 350 CDI,Mercedes-Benz
2010,83000,Diesel,Manual,First,19.3,73.9,2.75,SWIFT DZIRE LDI,Maruti
2005,79012,Petrol,Manual,First,13.4,125.0,2.64,COROLLA H2,Toyota
2018,27395,Diesel,Manual,First,15.4,120.0,14.19,SCORPIO S10 7 SEATER,Mahindra
2017,35362,Petrol,Manual,First,22.5,67.04,3.85,WAGON R VXI,Maruti
2014,117000,Diesel,Manual,First,13.0,168.5,15.5,FORTUNER 4X2 MANUAL,Toyota
2010,23000,Petrol,Manual,First,18.2,64.0,1.9,ZEN ESTILO 1.1 LX BSIII,Maruti
2014,59508,Petrol,Manual,First,25.4,37.48,1.26,NANO CX,Tata
2009,69000,Petrol,Manual,Second,18.5,80.0,2.4,I20 MAGNA,Hyundai
2010,58000,Diesel,Automatic,First,22.69,190.0,11.5,3 SERIES 320D,BMW
2014,88511,Diesel,Manual,First,16.0,140.0,8.25,XUV500 W6 2WD,Mahindra
2011,66000,Petrol,Manual,First,15.8,105.0,2.75,VENTO IPL II PETROL TRENDLINE,Volkswagen
2009,65000,Petrol,Manual,Second,17.5,70.0,1.4,FABIA 1.2 MPI CLASSIC,Skoda
2015,30676,Petrol,Manual,First,25.4,37.5,2.9,NANO TWIST XT,Tata
2011,76000,Diesel,Manual,First,20.0,68.0,2.4,FIGO DIESEL EXI,Ford
2013,23627,Petrol,Automatic,First,14.8,105.0,4.75,VENTO IPL II PETROL HIGHLINE AT,Volkswagen
2018,52827,Diesel,Automatic,First,12.7,187.7,44.76,ROVER RANGE ROVER HSE DYNAMIC,Land
2015,64465,Diesel,Manual,First,26.0,98.6,6.22,CITY I DTEC SV,Honda
2018,14000,Petrol,Automatic,First,22.5,67.0,4.5,KWID CLIMBER 1.0 AMT,Renault
2015,26000,Petrol,Manual,First,18.9,82.0,4.25,GRAND I10 ASTA OPTION,Hyundai
2011,78203,Diesel,Automatic,First,18.1,147.9,5.5,CRUZE LTZ AT,Chevrolet
2017,27000,Diesel,Manual,First,22.54,88.73,6.95,I20 1.4 ASTA,Hyundai
2018,31919,Petrol,Automatic,First,24.07,67.1,4.56,ALTO K10 VXI AGS,Maruti
2016,47392,Diesel,Manual,First,20.5,126.2,13.82,CRETA 1.6 SX OPTION DIESEL,Hyundai
2016,17362,Petrol,Manual,First,18.0,86.7,5.65,AMAZE VX I-VTECH,Honda
2016,49716,Diesel,Manual,First,21.19,88.73,6.2,I20 ACTIVE 1.4 SX DUAL TONE,Hyundai
2014,48000,Petrol,Manual,First,23.1,67.04,3.25,CELERIO VXI,Maruti
2009,46000,Diesel,Automatic,First,16.55,147.51,8.5,A4 2.0 TDI,Audi
2016,79000,Diesel,Manual,First,24.8,88.7,7.25,VERNA 1.4 CRDI,Hyundai
2013,57000,Diesel,Manual,First,21.8,78.0,4.61,FLUENCE DIESEL E4,Renault
2016,29754,Petrol,Manual,First,16.2,74.0,5.3,POLO 1.2 MPI HIGHLINE,Volkswagen
2012,50123,Diesel,Manual,First,17.0,70.0,1.9,INDIGO LX,Tata
2012,57184,Petrol,Manual,First,20.36,78.9,3.09,I10 SPORTZ,Hyundai
2007,75000,Diesel,Automatic,Second,16.46,97.7,9.5,7 SERIES 730LD SEDAN,BMW
2015,26000,Diesel,Automatic,First,17.01,126.2,12.65,CRETA 1.6 CRDI AT SX PLUS,Hyundai
2016,22129,Petrol,Manual,First,18.9,82.0,4.25,GRAND I10 MAGNA,Hyundai
2011,127887,Diesel,Manual,First,21.1,73.9,2.95,RITZ VDI,Maruti
2006,92000,Diesel,Manual,First,10.5,120.0,3.45,SCORPIO 2.6 SLX CRDE,Mahindra
2011,60634,Petrol,Manual,First,19.81,68.05,3.3,I10 ERA,Hyundai
2014,90000,Diesel,Manual,First,14.0,138.1,8.0,SAFARI STORME 2012-2015 VX,Tata
2009,59000,Petrol,Manual,First,13.5,130.0,2.71,CIVIC 2006-2010 1.8 V MT,Honda
2012,59293,Petrol,Manual,First,18.2,67.1,2.7,ZEN ESTILO LXI BSIII,Maruti
2012,80753,Diesel,Manual,Second,23.4,74.0,4.5,SWIFT DZIRE VDI,Maruti
2015,40000,Diesel,Manual,Second,13.0,168.5,18.75,FORTUNER 4X2 MANUAL,Toyota
2014,103000,Diesel,Manual,Second,28.4,74.0,5.25,SWIFT VDI,Maruti
2012,72389,LPG,Manual,First,26.2,58.2,3.2,WAGON R DUO LX BSIII,Maruti
2017,48000,Diesel,Manual,First,28.4,73.75,6.0,DZIRE LDI,Maruti
2014,41000,Petrol,Manual,First,18.9,82.0,3.14,GRAND I10 ASTA,Hyundai
2016,26000,Petrol,Manual,First,25.17,53.3,2.55,KWID RXL,Renault
2012,30000,Petrol,Manual,Second,15.64,64.08,2.3,INDIGO CS EGLX BS IV,Tata
2014,74624,Diesel,Manual,First,20.0,68.05,5.65,FIGO DIESEL TITANIUM,Ford
2015,47877,Diesel,Automatic,First,15.15,97.7,48.22,CAYENNE 2009-2014 DIESEL,Porsche
2016,35000,Petrol,Manual,First,24.07,67.1,3.0,ALTO K10 VXI,Maruti
2015,52123,Diesel,Manual,First,20.34,103.2,7.5,VENTO 1.5 TDI HIGHLINE,Volkswagen
2005,90000,Diesel,Manual,First,10.5,120.0,2.6,SCORPIO 2.6 SLX CRDE,Mahindra
2018,1400,Diesel,Automatic,First,18.56,190.0,61.25,X3 XDRIVE 20D LUXURY LINE,BMW
2009,122000,Petrol,Manual,Second,17.0,118.0,3.5,CITY 1.5 V MT,Honda
2016,21110,Petrol,Automatic,First,17.44,189.08,28.95,COOPER 3 DOOR S,Mini
2015,78000,Diesel,Automatic,First,13.5,175.56,15.0,PAJERO SPORT 4X4 AT,Mitsubishi
2012,72000,Diesel,Manual,First,19.3,73.9,4.25,SWIFT DZIRE VDI,Maruti
2006,48000,Petrol,Automatic,First,8.6,97.7,59.0,CONTINENTAL FLYING SPUR,Bentley
2013,43486,Diesel,Manual,First,20.77,88.76,6.6,ERTIGA VDI,Maruti
2007,53000,Diesel,Manual,Second,12.8,102.0,5.2,INNOVA 2.5 G4 DIESEL 7-SEATER,Toyota
2010,34000,Petrol,Manual,First,11.7,178.0,10.0,NEW C-CLASS C 200 KOMPRESSOR ELEGANCE MT,Mercedes-Benz
2016,37944,Diesel,Automatic,First,14.84,167.62,35.0,NEW C-CLASS C 220 CDI BE AVANTGARE,Mercedes-Benz
2017,30000,Diesel,Manual,First,22.7,89.84,8.75,ECOSPORT 1.5 DV5 MT TITANIUM OPTIONAL,Ford
2015,64005,Petrol,Manual,First,17.71,78.9,4.57,ETIOS LIVA 1.2 G,Toyota
2012,62000,Petrol,Manual,First,20.36,78.9,2.5,I10 MAGNA 1.2,Hyundai
2005,105000,Petrol,Manual,First,18.15,97.7,1.75,SANTRO LP - EURO II,Hyundai
2014,59885,Diesel,Automatic,First,12.39,147.51,20.11,ROVER FREELANDER 2 SE,Land
2011,53000,Diesel,Manual,First,12.8,102.0,7.8,INNOVA 2.5 V DIESEL 8-SEATER,Toyota
2011,63991,Petrol,Manual,First,18.5,80.0,3.61,I20 1.2 MAGNA,Hyundai
2007,72000,Petrol,Manual,Second,17.0,97.7,1.11,SANTRO XING XO ERLX EURO II,Hyundai
2015,34895,Petrol,Automatic,First,19.15,75.94,4.6,MICRA XV CVT,Nissan
2015,97003,Diesel,Automatic,First,15.87,97.7,85.0,X6 XDRIVE 40D M SPORT,BMW
2015,45000,Petrol,Automatic,First,16.8,118.0,5.25,CITY 1.5 V AT,Honda
2013,45000,Diesel,Manual,Second,25.8,98.6,3.3,AMAZE E I-DTECH,Honda
2013,100000,Diesel,Manual,Second,11.5,171.0,17.75,FORTUNER 3.0 DIESEL,Toyota
2016,70000,Diesel,Automatic,First,12.97,187.7,35.0,ROVER DISCOVERY SPORT SD4 HSE LUXURY,Land
2016,37023,Diesel,Manual,First,19.67,126.2,13.39,CRETA 1.6 CRDI SX,Hyundai
2012,81000,Diesel,Manual,First,25.44,56.3,2.5,BEAT DIESEL LT,Chevrolet
2017,20789,Diesel,Automatic,First,11.36,171.5,18.36,INNOVA CRYSTA 2.8 GX AT,Toyota
2015,68310,Diesel,Manual,First,23.4,74.0,5.95,SWIFT DZIRE VDI,Maruti
2015,47250,Diesel,Manual,Second,19.67,126.2,11.0,CRETA 1.6 CRDI SX OPTION,Hyundai
2014,47000,Diesel,Automatic,Second,12.65,97.7,64.75,ROVER RANGE ROVER SPORT SE,Land
2017,128000,Diesel,Manual,First,25.8,98.6,6.3,AMAZE VX I-DTEC,Honda
2017,17702,Petrol,Manual,First,15.29,121.3,11.94,CRETA 1.6 SX PLUS DUAL TONE PETROL,Hyundai
2014,34987,Petrol,Automatic,First,18.19,103.5,5.95,VENTO SPORT 1.2 TSI AT,Volkswagen
2017,37000,Diesel,Manual,First,26.0,98.6,11.0,CITY I DTEC VX,Honda
2017,38271,Petrol,Manual,First,15.29,121.3,12.53,CRETA 1.6 SX PLUS DUAL TONE PETROL,Hyundai
2012,32510,Diesel,Manual,Second,20.0,68.0,3.75,FIGO DIESEL TITANIUM,Ford
2014,88000,Diesel,Automatic,First,14.69,97.7,27.0,5 SERIES 2013-2017 530D M SPORT,BMW
2012,116000,Diesel,Manual,First,10.5,107.2,9.95,PAJERO 2.8 SFX 7STR,Mitsubishi
2013,53000,Diesel,Manual,First,19.87,83.8,4.2,DUSTER 85PS DIESEL RXL OPTION,Renault
2010,75319,Petrol,Manual,Second,21.1,85.8,2.0,RITZ VXI,Maruti
2013,28000,Petrol,Manual,First,18.9,82.0,3.25,GRAND I10 SPORTZ,Hyundai
2017,16500,Diesel,Automatic,First,17.9,136.0,34.0,GLA CLASS 200 CDI SPORT,Mercedes-Benz
2016,75637,Diesel,Automatic,First,22.48,190.0,30.37,5 SERIES 520D LUXURY LINE,BMW
2018,32854,Petrol,Automatic,First,13.0,121.3,12.6,CRETA 1.6 SX PLUS PETROL AUTOMATIC,Hyundai
2019,6568,Petrol,Manual,First,25.17,53.3,5.09,KWID RXT OPTIONAL,Renault
2014,30000,Diesel,Automatic,First,14.94,97.7,24.5,A4 3.0 TDI QUATTRO,Audi
2018,17804,Diesel,Manual,Second,28.09,88.5,7.97,CIAZ VDI SHVS,Maruti
2011,69768,Petrol,Manual,First,16.0,90.0,2.9,JAZZ S,Honda
2016,62404,Diesel,Automatic,First,22.69,190.0,21.33,3 SERIES 320D LUXURY LINE,BMW
2012,97000,Diesel,Automatic,Second,19.08,126.32,6.5,VERNA SX CRDI AT,Hyundai
2016,55687,Diesel,Manual,First,21.38,88.7,12.15,CRETA 1.4 CRDI S PLUS,Hyundai
2014,17000,Petrol,Manual,First,15.04,103.2,4.25,VENTO 2013-2015 1.6 COMFORTLINE,Volkswagen
2017,34232,Diesel,Automatic,First,21.76,190.0,35.84,3 SERIES LUXURY LINE,BMW
2004,53000,Petrol,Automatic,Third,14.4,152.0,3.0,CR-V PETROL 2WD,Honda
2012,80000,Diesel,Manual,First,19.72,108.45,6.75,DUSTER 110PS DIESEL RXZ AWD,Renault
2014,31045,Petrol,Manual,Second,18.6,81.83,5.65,I20 ASTA 1.2,Hyundai
2013,58000,Diesel,Automatic,Second,16.96,138.03,7.5,JETTA 2013-2015 2.0L TDI HIGHLINE AT,Volkswagen
2018,35480,Diesel,Manual,First,19.67,126.2,13.34,CRETA 1.6 SX PLUS DIESEL,Hyundai
2016,62287,Diesel,Manual,First,28.09,88.5,7.9,CIAZ VDI SHVS,Maruti
2015,46162,Diesel,Manual,First,22.54,88.73,6.98,I20 ASTA 1.4 CRDI,Hyundai
2014,9200,Petrol,Manual,First,17.01,121.3,5.75,VERNA 1.6 SX VTVT,Hyundai
2012,55339,Diesel,Manual,First,22.07,73.9,2.65,POLO DIESEL TRENDLINE 1.2L,Volkswagen
2011,55476,Diesel,Manual,First,22.07,73.9,2.49,POLO DIESEL TRENDLINE 1.2L,Volkswagen
2007,68553,Petrol,Manual,Second,15.0,104.68,1.5,SX4 VXI BSIII,Maruti
2016,67376,Diesel,Manual,First,24.5,98.6,6.5,MOBILIO RS OPTION I DTEC,Honda
2013,42000,Diesel,Manual,First,19.64,108.45,8.0,DUSTER 110PS DIESEL RXZ PLUS,Renault
