Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Brand,Model
Ahmedabad,2017,25000,Petrol,Automatic,First,13.0,121.0,HYUNDAI,CRETA 1.6 SX PLUS PETROL AUTOMATIC
Pune,2016,70000,Diesel,Automatic,Second,21.0,190.0,BMW,3 SERIES LUXURY LINE
Bangalore,2013,25000,Diesel,Automatic,Second,14.0,167.0,MERCEDES-BENZ,NEW C-CLASS C 220 CDI BE AVANTGARE
Hyderabad,2017,22000,Diesel,Manual,First,26.0,74.0,MARUTI,SWIFT DZIRE VDI
Hyderabad,2015,47020,Petrol,Manual,Second,23.0,67.0,MARUTI,CELERIO ZXI
Mumbai,2017,8000,Diesel,Automatic,First,19.0,187.0,BMW,3 SERIES 320D GT LUXURY LINE
Delhi,2010,73000,Diesel,Automatic,First,11.0,335.0,AUDI,Q7 4.2 TDI QUATTRO TECHNOLOGY
Kochi,2017,36973,Petrol,Manual,First,18.0,88.0,HONDA,JAZZ V
Coimbatore,2014,42083,Petrol,Manual,First,25.0,37.0,TATA,NANO CX BSIV
Chennai,2016,61000,Petrol,Manual,First,24.0,47.0,MARUTI,ALTO 800 2016-2019 LXI
Mumbai,2014,43628,Petrol,Manual,First,22.0,67.0,MARUTI,WAGON R VXI
Jaipur,2014,60000,Diesel,Manual,First,24.0,71.0,HYUNDAI,XCENT 1.1 CRDI BASE
Delhi,2010,54000,Petrol,Manual,Second,17.0,76.0,CHEVROLET,BEAT LT
Kochi,2015,27001,Diesel,Automatic,First,16.0,187.0,JAGUAR,XF 2.2 LITRE LUXURY
Chennai,2010,52000,Diesel,Automatic,First,18.0,167.0,VOLKSWAGEN,PASSAT DIESEL HIGHLINE 2.0 TDI
Hyderabad,2012,80000,Diesel,Manual,First,21.0,88.0,HYUNDAI,I20 ASTA 1.4 CRDI
Chennai,2008,160000,Diesel,Manual,First,10.0,107.0,MITSUBISHI,PAJERO 2.8 SFX
Chennai,2018,3300,Diesel,Automatic,First,24.0,88.0,MARUTI,VITARA BREZZA ZDI PLUS AMT DUAL TONE
Delhi,2016,35027,Petrol,Manual,First,24.0,67.0,MARUTI,ALTO K10 LXI
Coimbatore,2015,26568,Petrol,Manual,First,21.0,55.0,HYUNDAI,EON MAGNA PLUS
Ahmedabad,2015,59000,Diesel,Manual,First,28.0,88.0,MARUTI,CIAZ VDI PLUS SHVS
Bangalore,2016,51000,Diesel,Manual,First,19.0,126.0,HYUNDAI,CRETA 1.6 CRDI SX OPTION
Delhi,2012,56400,Diesel,Automatic,First,17.0,138.0,SKODA,SUPERB AMBITION 2.0 TDI CR AT
Hyderabad,2015,80000,Diesel,Manual,First,20.0,88.0,VOLKSWAGEN,POLO 1.5 TDI HIGHLINE
Delhi,2012,72000,Diesel,Automatic,Third,18.0,97.0,BMW,5 SERIES 520D SEDAN
Hyderabad,2013,107000,Diesel,Manual,Second,12.0,100.0,TOYOTA,INNOVA 2.5 VX (DIESEL) 7 SEATER
Pune,2014,100000,Diesel,Automatic,First,14.0,203.0,MERCEDES-BENZ,E-CLASS 2009-2013 E250 CDI ELEGANCE
Kochi,2016,59998,Diesel,Manual,First,20.0,88.0,VOLKSWAGEN,POLO 1.5 TDI HIGHLINE
Hyderabad,2013,105000,Diesel,Automatic,First,17.0,150.0,AUDI,Q3 2.0 TDI
Kolkata,2011,36000,Petrol,Manual,First,18.0,80.0,HYUNDAI,I20 1.2 MAGNA
Kolkata,2015,24350,Petrol,Manual,Second,19.0,68.0,HYUNDAI,I10 SPORTZ 1.1L
Kochi,2018,28973,Diesel,Manual,First,24.0,69.0,TATA,TIGOR 1.05 REVOTORQ XT
Kochi,2017,8243,Petrol,Manual,First,21.0,55.0,HYUNDAI,EON ERA
Chennai,2009,136642,Petrol,Manual,Second,17.0,62.0,HYUNDAI,SANTRO XING GLS
Hyderabad,2011,60000,Petrol,Manual,First,17.0,62.0,HYUNDAI,SANTRO XING GLS
Chennai,2008,100000,Diesel,Manual,Second,12.0,120.0,MAHINDRA,SCORPIO SLX
Jaipur,2010,48689,Petrol,Manual,First,17.0,117.0,HONDA,CITY I-VTEC S
Bangalore,2017,45000,Diesel,Manual,First,24.0,88.0,MARUTI,VITARA BREZZA ZDI
Kochi,2019,38163,Diesel,Automatic,First,17.0,174.0,AUDI,A4 35 TDI TECHNOLOGY EDITION
Chennai,2011,43800,Diesel,Automatic,Second,14.0,203.0,MERCEDES-BENZ,E-CLASS 2009-2013 E250 CDI ELEGANCE
Jaipur,2007,92000,Petrol,Manual,First,13.0,130.0,HONDA,CIVIC 2006-2010 1.8 MT SPORT
Kochi,2017,14064,Petrol,Manual,First,18.0,81.0,HYUNDAI,I20 MAGNA 1.2
Coimbatore,2017,42366,Diesel,Automatic,First,15.0,174.0,AUDI,Q3 35 TDI QUATTRO PREMIUM PLUS
Jaipur,2014,76551,Diesel,Manual,First,25.0,98.0,HONDA,CITY I DTEC VX
Pune,2008,72672,Petrol,Manual,First,19.0,68.0,HYUNDAI,I10 ERA 1.1 ITECH SE
Kolkata,2015,45000,Diesel,Manual,First,25.0,74.0,MARUTI,SWIFT VDI BSIV
Hyderabad,2012,91696,Diesel,Automatic,First,11.0,153.0,FORD,ENDEAVOUR 3.0L 4X4 AT
Kochi,2009,66484,Petrol,Manual,First,13.0,70.0,FORD,IKON 1.3 FLAIR
Coimbatore,2019,15456,Diesel,Automatic,First,20.0,190.0,BMW,X1 SDRIVE 20D XLINE
Mumbai,2011,55000,Diesel,Automatic,Second,14.0,203.0,MERCEDES-BENZ,E-CLASS 2009-2013 E250 CDI CLASSIC
Kochi,2019,21112,CNG,Manual,First,15.0,73.0,MARUTI,EECO 5 STR WITH AC PLUS HTR CNG
Pune,2011,98000,Petrol,Manual,First,16.0,97.0,HONDA,JAZZ SELECT EDITION
Ahmedabad,2014,61297,Diesel,Manual,First,25.0,98.0,HONDA,AMAZE S I-DTECH
Hyderabad,2006,80000,Petrol,Manual,Second,17.0,60.0,MARUTI,ZEN LXI - BS III
Jaipur,2013,59000,Petrol,Manual,Second,18.0,80.0,HYUNDAI,I20 MAGNA
Chennai,2009,150000,Diesel,Automatic,First,11.0,235.0,BMW,X5 3.0D
Coimbatore,2017,60083,Diesel,Manual,First,19.0,126.0,HYUNDAI,CRETA 1.6 CRDI SX OPTION
Kolkata,2016,85450,Diesel,Manual,First,26.0,74.0,MARUTI,SWIFT DZIRE LDI
Jaipur,2013,88000,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT VDI
Kochi,2015,81828,Diesel,Manual,First,24.0,73.0,HYUNDAI,GRAND I10 1.2 CRDI ASTA
Mumbai,2016,18000,Petrol,Manual,First,18.0,86.0,FORD,FIGO ASPIRE 1.2 TI-VCT TREND
Chennai,2017,15000,Diesel,Automatic,First,15.0,258.0,BMW,X5 X5 M
Kolkata,2016,34000,Diesel,Automatic,First,11.0,167.0,MERCEDES-BENZ,NEW C-CLASS C 220 CDI CELEBRATION EDITION
Ahmedabad,2015,46000,Petrol,Automatic,First,18.0,82.0,HYUNDAI,GRAND I10 AT ASTA
Hyderabad,2013,48158,Diesel,Manual,First,22.0,126.0,HYUNDAI,VERNA 1.6 SX CRDI (O)
Hyderabad,2013,93000,Diesel,Automatic,First,16.0,218.0,BMW,5 SERIES 525D SEDAN
Ahmedabad,2013,71007,Diesel,Manual,First,23.0,63.0,NISSAN,MICRA DIESEL XV PREMIUM
Pune,2010,63067,Petrol,Manual,Second,15.0,103.0,MARUTI,SX4 ZXI MT BSIV
Hyderabad,2011,70259,Diesel,Manual,First,21.0,88.0,TATA,MANZA AURA QUADRAJET BS IV
Ahmedabad,2015,13000,Diesel,Automatic,First,16.0,140.0,AUDI,A4 2.0 TDI MULTITRONIC
Pune,2009,140000,Diesel,Manual,Second,17.0,75.0,MARUTI,SWIFT LDI BSIV
Jaipur,2015,130000,Diesel,Manual,First,25.0,74.0,MARUTI,SWIFT LDI OPTIONAL
Delhi,2011,89401,Diesel,Manual,First,21.0,87.0,TOYOTA,COROLLA ALTIS DIESEL D4DJ
Hyderabad,2015,67000,Diesel,Manual,First,27.0,98.0,HONDA,JAZZ 1.5 VX I DTEC
Kochi,2010,65329,Petrol,Automatic,First,7.0,450.0,BMW,6 SERIES 650I COUPE
Jaipur,2010,72000,Petrol,Manual,First,16.0,73.0,SKODA,FABIA 1.2 PETROL ACTIVE
Jaipur,2001,70000,Petrol,Manual,Third,0.0,97.0,FIAT,SIENA 1.2 ELX
Mumbai,2011,82000,Diesel,Automatic,Second,12.0,187.0,LAND,ROVER FREELANDER 2 HSE
Pune,2010,85000,Petrol,Manual,First,15.0,101.0,FORD,FIESTA 1.6 ZXI DURATEC
Pune,2012,83000,Diesel,Automatic,First,19.0,126.0,HYUNDAI,VERNA SX CRDI AT
Jaipur,2016,26000,Petrol,Manual,First,21.0,67.0,RENAULT,KWID 1.0 RXT OPTIONAL
Delhi,2012,27000,Diesel,Manual,First,22.0,88.0,TATA,INDICA VISTA QUADRAJET 90 ZX PLUS
Kochi,2018,37746,Diesel,Manual,First,21.0,88.0,HYUNDAI,I20 ACTIVE 1.4 SX
Mumbai,2009,63274,Petrol,Manual,Second,15.0,104.0,MARUTI,SX4 ZXI BSIII
Hyderabad,2016,25000,Petrol,Manual,First,25.0,53.0,RENAULT,KWID RXT
Bangalore,2013,197000,Diesel,Manual,First,11.0,112.0,MAHINDRA,XYLO E4 ABS BS III
Bangalore,2013,45010,Petrol,Manual,Second,21.0,55.0,HYUNDAI,EON D LITE PLUS
Delhi,2013,75348,Diesel,Manual,First,25.0,98.0,HONDA,AMAZE VX I-DTEC
Kolkata,2010,90110,Diesel,Manual,First,22.0,73.0,VOLKSWAGEN,POLO DIESEL HIGHLINE 1.2L
Pune,2011,102013,Petrol,Manual,First,17.0,118.0,HONDA,CITY 1.5 V MT
Pune,2015,36000,Diesel,Automatic,First,12.0,168.0,TOYOTA,FORTUNER 4X2 AT
Kochi,2017,37578,Petrol,Manual,First,18.0,86.0,HONDA,AMAZE E I-VTECH
Pune,2015,46001,Diesel,Automatic,First,20.0,143.0,BMW,1 SERIES 118D BASE
Hyderabad,2014,46559,Petrol,Automatic,First,23.0,67.0,MARUTI,CELERIO VXI AT
Mumbai,2015,48000,Diesel,Manual,First,12.0,100.0,TOYOTA,INNOVA 2.5 GX (DIESEL) 8 SEATER
Pune,2013,46000,Diesel,Automatic,Second,16.0,187.0,JAGUAR,XF 2.2 LITRE LUXURY
Hyderabad,2017,15000,Petrol,Manual,First,17.0,88.0,HONDA,WRV I-VTEC VX
Chennai,2012,85000,Diesel,Automatic,Third,17.0,184.0,BMW,X1 SDRIVE20D
Mumbai,2014,32000,Petrol,Automatic,First,14.0,103.0,SKODA,RAPID 1.6 MPI AT ELEGANCE
Kochi,2012,60818,Petrol,Manual,First,16.0,103.0,VOLKSWAGEN,VENTO 1.6 COMFORTLINE
Coimbatore,2019,35188,Diesel,Manual,First,22.0,98.0,FORD,ECOSPORT 1.5 TDCI TREND PLUS BE
Jaipur,2012,110000,Diesel,Manual,First,15.0,140.0,MAHINDRA,XUV500 W6 2WD
Mumbai,2014,61000,Diesel,Manual,First,18.0,67.0,FORD,FIESTA CLASSIC 1.4 DURATORQ LXI
Pune,2010,75000,Petrol,Manual,Second,17.0,62.0,HYUNDAI,SANTRO XING GLS
Delhi,2015,55000,Diesel,Automatic,First,12.0,224.0,MERCEDES-BENZ,GL-CLASS 2007 2012 350 CDI LUXURY
Pune,2003,69966,Petrol,Manual,First,19.0,46.0,MARUTI,ALTO LXI BSII
Mumbai,2016,42000,Petrol,Manual,First,17.0,117.0,HONDA,CITY I VTEC VX OPTION
Bangalore,2014,48000,Diesel,Automatic,First,13.0,194.0,HYUNDAI,SANTA FE 2WD AT
Kolkata,2015,35000,Diesel,Automatic,First,17.0,136.0,MERCEDES-BENZ,GLA CLASS 200 CDI SPORT
Chennai,2005,128000,Diesel,Manual,Second,12.0,102.0,TOYOTA,INNOVA 2.5 G4 DIESEL 8-SEATER
Bangalore,2008,78000,Diesel,Automatic,Second,16.0,181.0,BMW,3 SERIES 320D SEDAN
Hyderabad,2011,53080,Petrol,Manual,First,18.0,85.0,MARUTI,SWIFT ZXI
Pune,2011,66000,Petrol,Manual,Second,15.0,103.0,VOLKSWAGEN,VENTO PETROL HIGHLINE
Ahmedabad,2012,25000,Petrol,Manual,First,16.0,93.0,MARUTI,ERTIGA VXI
Coimbatore,2016,36139,Petrol,Automatic,Second,18.0,82.0,HYUNDAI,GRAND I10 AT ASTA
Delhi,2017,44000,Diesel,Manual,First,19.0,126.0,HYUNDAI,CRETA 1.6 CRDI SX
Ahmedabad,2008,50000,Diesel,Automatic,Second,16.0,241.0,AUDI,A6 3.0 TDI QUATTRO
Delhi,2016,81177,Diesel,Manual,First,16.0,140.0,MAHINDRA,XUV500 W8 1.99 MHAWK
Mumbai,2016,26000,Petrol,Automatic,First,16.0,110.0,FORD,ECOSPORT 1.5 TI VCT AT TITANIUM BE
Mumbai,2016,100000,Diesel,Manual,First,24.0,71.0,HYUNDAI,XCENT 1.1 CRDI BASE
Hyderabad,2014,75000,Diesel,Automatic,First,21.0,103.0,VOLKSWAGEN,VENTO 1.5 TDI COMFORTLINE AT
Kochi,2004,119859,Petrol,Automatic,First,13.0,210.0,MERCEDES-BENZ,S-CLASS 280 AT
Mumbai,2010,55980,Petrol,Manual,First,20.0,78.0,HYUNDAI,I10 MAGNA
Hyderabad,2015,30000,Diesel,Automatic,First,17.0,174.0,AUDI,A4 35 TDI TECHNOLOGY EDITION
Pune,2012,49700,Diesel,Manual,Second,21.0,88.0,HYUNDAI,I20 SPORTZ 1.4 CRDI
Chennai,2013,79000,Diesel,Manual,First,23.0,88.0,HYUNDAI,VERNA 1.4 EX
Delhi,2010,65100,Petrol,Manual,First,17.0,118.0,HONDA,CITY 1.5 V MT
Pune,2016,54161,Diesel,Manual,First,25.0,88.0,MARUTI,ERTIGA VDI
Hyderabad,2011,28619,Petrol,Manual,First,19.0,46.0,MARUTI,ALTO LXI BSII
Mumbai,2016,9000,Petrol,Automatic,First,20.0,67.0,MARUTI,WAGON R AMT VXI
Kochi,2016,42876,Diesel,Automatic,First,19.0,126.0,HYUNDAI,VERNA 1.6 CRDI AT SX
Bangalore,2011,64000,Petrol,Manual,First,19.0,46.0,MARUTI,ALTO LXI BSIII
Kochi,2018,20488,Petrol,Manual,Second,16.0,103.0,VOLKSWAGEN,VENTO 1.6 COMFORTLINE
Delhi,2016,21000,Petrol,Manual,First,21.0,83.0,MARUTI,BALENO ZETA 1.2
Jaipur,2012,119203,Diesel,Automatic,First,0.0,115.0,LAND,ROVER FREELANDER 2 TD4 SE
Kochi,2011,55987,Petrol,Automatic,First,13.0,153.0,HONDA,CR-V 2.0L 2WD AT
Coimbatore,2017,72668,Diesel,Manual,First,14.0,174.0,TOYOTA,FORTUNER 2.8 2WD MT
Mumbai,2015,32000,Petrol,Automatic,First,15.0,116.0,HONDA,CITY V AT
Bangalore,2014,3000,Petrol,Automatic,Second,12.0,421.0,MERCEDES-BENZ,SLK-CLASS 55 AMG
Mumbai,2015,10400,Petrol,Manual,First,17.0,117.0,HONDA,CITY I-VTEC S
Mumbai,2013,35000,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT VDI
Kochi,2013,55101,Petrol,Automatic,First,14.0,138.0,TOYOTA,COROLLA ALTIS 2008-2013 1.8 VL AT
Bangalore,2014,57464,Diesel,Manual,First,23.0,67.0,TOYOTA,ETIOS CROSS 1.4L VD
Jaipur,2006,110000,Petrol,Manual,First,18.0,67.0,MARUTI,WAGON R LX
Kochi,2017,17941,Petrol,Manual,First,15.0,97.0,FIAT,PUNTO 1.2 DYNAMIC
Mumbai,2014,72000,Petrol,Automatic,First,12.0,184.0,MERCEDES-BENZ,E-CLASS 2015-2017 E 200 CGI
Delhi,2012,16000,Diesel,Automatic,First,16.0,187.0,JAGUAR,XF AERO SPORT EDITION
Kochi,2011,62020,Petrol,Manual,First,17.0,80.0,HYUNDAI,I20 SPORTZ PETROL
Pune,2014,85000,Diesel,Automatic,Second,12.0,147.0,LAND,ROVER FREELANDER 2 SE
Kochi,2018,14223,Petrol,Manual,First,18.0,81.0,HYUNDAI,ELITE I20 PETROL SPORTZ
Jaipur,2014,41210,Petrol,Manual,First,18.0,86.0,HONDA,AMAZE S I-VTECH
Bangalore,2015,20000,Diesel,Automatic,First,0.0,165.0,MERCEDES-BENZ,M-CLASS ML 350 4MATIC
Coimbatore,2016,18043,Petrol,Manual,First,22.0,47.0,MARUTI,ALTO 800 VXI
Chennai,2016,80000,Diesel,Automatic,First,11.0,171.0,TOYOTA,INNOVA CRYSTA 2.8 ZX AT
Hyderabad,2016,21000,Petrol,Automatic,First,18.0,82.0,HYUNDAI,GRAND I10 AT ASTA
Bangalore,2016,49000,Diesel,Automatic,First,16.0,258.0,BMW,X3 XDRIVE30D M SPORT
Hyderabad,1998,104000,Petrol,Manual,Second,15.0,97.0,MARUTI,1000 AC
Chennai,2010,95000,Petrol,Manual,Second,18.0,80.0,HYUNDAI,I20 MAGNA
Pune,2015,32000,Petrol,Automatic,First,18.0,82.0,HYUNDAI,GRAND I10 AT ASTA
Pune,2003,80000,Petrol,Manual,Second,17.0,97.0,HYUNDAI,SANTRO XING XG
Hyderabad,2014,122800,Diesel,Manual,First,25.0,89.0,FORD,FIESTA 1.5 TDCI TITANIUM
Ahmedabad,2011,78000,Diesel,Manual,Second,15.0,97.0,MERCEDES-BENZ,E-CLASS 220 CDI
Ahmedabad,2015,69000,Diesel,Manual,First,26.0,74.0,MARUTI,SWIFT DZIRE VDI
Pune,2015,65000,Diesel,Manual,Second,23.0,67.0,TOYOTA,ETIOS VXD
Ahmedabad,2015,23000,Petrol,Manual,First,19.0,82.0,HYUNDAI,XCENT 1.2 KAPPA BASE
Ahmedabad,2009,70000,Petrol,Manual,First,13.0,130.0,HONDA,CIVIC 2006-2010 1.8 S MT
Chennai,2014,250000,Diesel,Manual,First,12.0,100.0,TOYOTA,INNOVA 2.5 GX (DIESEL) 8 SEATER
Delhi,2012,56000,Petrol,Manual,First,13.0,94.0,HYUNDAI,ACCENT GLE
Pune,2013,30000,Petrol,Manual,First,22.0,47.0,MARUTI,ALTO 800 LXI
Kolkata,2010,35000,Petrol,Automatic,First,8.0,387.0,MERCEDES-BENZ,SL-CLASS SL 500
Jaipur,2013,92250,Diesel,Manual,Second,22.0,89.0,FORD,ECOSPORT 1.5 DV5 MT TITANIUM OPTIONAL
Pune,2018,40000,Petrol,Manual,First,20.0,81.0,HYUNDAI,XCENT 1.2 VTVT E
Kochi,2014,96848,Petrol,Automatic,First,14.0,103.0,SKODA,RAPID 1.6 MPI AT AMBITION PLUS
Delhi,2016,42000,Diesel,Automatic,First,15.0,174.0,AUDI,Q3 2012-2015 35 TDI QUATTRO PREMIUM PLUS
Kolkata,2013,55886,Diesel,Manual,First,16.0,140.0,MAHINDRA,XUV500 W8 2WD
Kochi,2019,12336,Petrol,Manual,First,17.0,121.0,HYUNDAI,VERNA VTVT 1.6 SX OPTION
Chennai,2009,60000,Petrol,Manual,Third,13.0,103.0,HYUNDAI,VERNA XI (PETROL)
Pune,2003,83000,Petrol,Manual,Second,14.0,92.0,FORD,IKON 1.6 CLXI
Pune,2018,24000,Petrol,Manual,First,19.0,67.0,NISSAN,MICRA ACTIVE XV
Pune,2016,32198,Petrol,Automatic,First,16.0,86.0,HONDA,BRIO VX AT
Hyderabad,2014,92247,Diesel,Manual,First,12.0,100.0,TOYOTA,INNOVA 2.5 GX (DIESEL) 7 SEATER
Chennai,2011,121311,Diesel,Manual,First,20.0,108.0,VOLKSWAGEN,VENTO 1.5 TDI HIGHLINE
Coimbatore,2016,66296,Diesel,Manual,First,16.0,140.0,MAHINDRA,XUV500 W10 AWD
Mumbai,2015,41000,Petrol,Automatic,First,16.0,82.0,HYUNDAI,XCENT 1.2 KAPPA AT SX OPTION
Kochi,2017,38681,Diesel,Manual,First,13.0,157.0,FORD,ENDEAVOUR 2.2 TREND MT 4X4
Kochi,2008,43761,Petrol,Manual,First,18.0,62.0,CHEVROLET,SPARK 1.0 LT
Hyderabad,2017,17400,Diesel,Manual,First,24.0,88.0,MARUTI,ERTIGA SHVS VDI
Bangalore,2013,61510,Diesel,Manual,First,25.0,98.0,HONDA,AMAZE S I-DTECH
Delhi,2014,60000,Petrol,Manual,First,17.0,117.0,HONDA,CITY I VTEC S
Bangalore,2014,35165,Diesel,Automatic,Second,23.0,112.0,MINI,COOPER COUNTRYMAN D
Kochi,2016,41617,Petrol,Automatic,First,14.0,138.0,TOYOTA,COROLLA ALTIS 2008-2013 1.8 VL AT
Kolkata,2005,45000,Petrol,Manual,First,17.0,97.0,HYUNDAI,SANTRO XING XL ERLX EURO III
Delhi,2014,65000,Petrol,Automatic,First,13.0,157.0,SKODA,SUPERB ELEGANCE 1.8 TSI AT
Delhi,2011,68000,Petrol,Manual,First,18.0,67.0,MARUTI,WAGON R LXI BS IV
Mumbai,2013,49000,Petrol,Manual,First,19.0,68.0,HYUNDAI,I10 ERA 1.1
Coimbatore,2019,16698,Petrol,Manual,First,23.0,84.0,TATA,TIAGO 1.2 REVOTRON XT OPTION
Ahmedabad,2016,30965,Petrol,Manual,First,21.0,83.0,MARUTI,BALENO ZETA 1.2
Mumbai,2014,56058,Petrol,Manual,First,15.0,103.0,VOLKSWAGEN,VENTO 1.6 HIGHLINE
Pune,2017,15356,Petrol,Manual,First,18.0,81.0,HYUNDAI,GRAND I10 1.2 KAPPA SPORTZ OPTION
Delhi,2013,54000,Diesel,Manual,First,20.0,68.0,FORD,FIGO DIESEL EXI
Pune,2011,47000,Petrol,Automatic,Second,13.0,130.0,HONDA,CIVIC 2010-2013 1.8 V AT SUNROOF
Kochi,2015,21652,Petrol,Manual,First,22.0,47.0,MARUTI,ALTO 800 LXI
Hyderabad,2016,52000,Diesel,Automatic,First,15.0,177.0,LAND,ROVER RANGE ROVER EVOQUE 2.0 TD4 HSE DYNAMIC
Kolkata,2010,35010,Diesel,Automatic,First,12.0,179.0,AUDI,A6 2.7 TDI
Hyderabad,2006,76662,Diesel,Automatic,First,11.0,198.0,MERCEDES-BENZ,E-CLASS 280 CDI
Jaipur,2009,89000,Petrol,Automatic,First,17.0,118.0,HONDA,CITY 1.5 V AT EXCLUSIVE
Jaipur,2006,80000,Petrol,Automatic,Third,10.0,152.0,HONDA,CR-V 2.4 4WD AT
Kochi,2018,39023,Diesel,Manual,First,28.0,88.0,MARUTI,CIAZ 1.3 ALPHA
Jaipur,2004,62000,Petrol,Manual,Second,18.0,67.0,MARUTI,WAGON R LXI
Jaipur,2015,78046,Diesel,Manual,First,19.0,126.0,HYUNDAI,CRETA 1.6 CRDI SX OPTION
Kolkata,2015,34400,Diesel,Manual,First,28.0,88.0,MARUTI,CIAZ VDI PLUS SHVS
Coimbatore,2016,64624,Petrol,Manual,First,21.0,55.0,HYUNDAI,EON D LITE PLUS
Mumbai,2014,69192,Petrol,Manual,First,16.0,93.0,MARUTI,ERTIGA VXI
Chennai,2012,55000,Diesel,Manual,First,20.0,103.0,VOLKSWAGEN,VENTO DIESEL HIGHLINE
Mumbai,2005,81000,Petrol,Manual,Second,12.0,100.0,HONDA,CITY 1.5 GXI
Kochi,2016,36733,Petrol,Manual,First,16.0,73.0,VOLKSWAGEN,POLO PETROL TRENDLINE 1.2L
Kochi,2017,24310,CNG,Manual,First,33.0,40.0,MARUTI,ALTO 800 2016-2019 CNG LXI
Mumbai,2016,43022,Diesel,Automatic,First,17.0,136.0,MERCEDES-BENZ,GLA CLASS 200 CDI
Jaipur,2013,74000,Diesel,Manual,First,14.0,194.0,HYUNDAI,SANTA FE 4X2
Kolkata,2014,47000,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT VDI
Kochi,2017,37460,Petrol,Manual,First,18.0,81.0,HYUNDAI,ELITE I20 SPORTZ PLUS
Mumbai,2011,130000,Diesel,Manual,First,14.0,112.0,MAHINDRA,XYLO E8 BS IV
Coimbatore,2017,31576,Petrol,Manual,First,18.0,82.0,HYUNDAI,GRAND I10 ASTA OPTION
Mumbai,2011,66000,Petrol,Manual,First,15.0,103.0,VOLKSWAGEN,VENTO PETROL HIGHLINE
Mumbai,2008,79000,Petrol,Automatic,Second,11.0,177.0,HONDA,ACCORD 2.4 A/T
Bangalore,2011,47140,Diesel,Automatic,Second,13.0,281.0,MERCEDES-BENZ,S-CLASS S 350 D
Bangalore,2016,36610,Diesel,Automatic,First,15.0,107.0,MERCEDES-BENZ,B CLASS B200 CDI
Bangalore,2016,93000,Diesel,Manual,First,20.0,126.0,HYUNDAI,CRETA 1.6 SX OPTION DIESEL
Hyderabad,2007,52195,Petrol,Manual,First,19.0,46.0,MARUTI,ALTO LXI
Mumbai,2016,20003,Diesel,Automatic,First,20.0,143.0,AUDI,A3 35 TDI PREMIUM
Delhi,2013,66314,Diesel,Manual,First,19.0,83.0,RENAULT,DUSTER 85PS DIESEL RXL
Chennai,2009,76000,Diesel,Manual,First,17.0,68.0,FORD,FIESTA 1.4 ZXI TDCI ABS
Bangalore,2015,29000,Diesel,Manual,First,19.0,126.0,HYUNDAI,CRETA 1.6 SX PLUS DIESEL
Mumbai,2011,30000,Diesel,Manual,First,20.0,68.0,FORD,FIGO DIESEL ZXI
Coimbatore,2013,56526,Petrol,Manual,First,15.0,103.0,VOLKSWAGEN,POLO PETROL HIGHLINE 1.6L
Hyderabad,2015,38000,Diesel,Automatic,Second,16.0,150.0,VOLVO,V40 D3 R DESIGN
Chennai,2012,41000,Diesel,Automatic,First,19.0,126.0,HYUNDAI,VERNA SX CRDI AT
Hyderabad,2009,53000,Diesel,Automatic,First,14.0,258.0,BMW,7 SERIES 2007-2012 730LD
Chennai,2003,125000,Diesel,Manual,Third,14.0,68.0,MITSUBISHI,LANCER GLXD
Chennai,2010,242000,Diesel,Manual,First,11.0,171.0,TOYOTA,FORTUNER 3.0 DIESEL
Chennai,2015,90000,Diesel,Manual,First,26.0,88.0,MARUTI,CIAZ VDI PLUS
Hyderabad,2018,11000,Diesel,Manual,First,24.0,88.0,MARUTI,VITARA BREZZA VDI OPTION
Kochi,2018,21936,Diesel,Automatic,First,21.0,190.0,BMW,3 SERIES LUXURY LINE
Pune,2013,41000,Petrol,Automatic,First,14.0,103.0,VOLKSWAGEN,VENTO PETROL HIGHLINE AT
Chennai,2011,47000,Petrol,Manual,First,17.0,80.0,HYUNDAI,I20 1.2 ASTA
Chennai,2009,110000,Diesel,Automatic,First,11.0,235.0,BMW,X5 3.0D
Coimbatore,2015,45960,Petrol,Manual,First,19.0,82.0,HYUNDAI,XCENT 1.2 KAPPA S
Bangalore,2013,48000,Diesel,Automatic,First,14.0,203.0,MERCEDES-BENZ,E-CLASS 2009-2013 E250 CDI BLUE EFFICIENCY
Hyderabad,2011,68000,Diesel,Automatic,First,12.0,147.0,LAND,ROVER FREELANDER 2 SE
Mumbai,2011,41000,Petrol,Manual,First,20.0,78.0,HYUNDAI,I10 MAGNA
Jaipur,2013,69573,Diesel,Manual,Second,22.0,126.0,HYUNDAI,VERNA 1.6 SX CRDI (O)
Chennai,2012,115000,Diesel,Manual,First,19.0,138.0,VOLKSWAGEN,JETTA 2012-2014 2.0L TDI HIGHLINE
Kolkata,2012,47629,Diesel,Manual,First,15.0,140.0,MAHINDRA,XUV500 W8 2WD
Jaipur,2004,66624,Petrol,Manual,Third,19.0,35.0,MARUTI,OMNI 8 SEATER BSII
Delhi,2013,80000,Petrol,Automatic,Second,14.0,177.0,SKODA,SUPERB STYLE 1.8 TSI AT
Pune,2012,94868,Diesel,Manual,First,22.0,74.0,MARUTI,SWIFT VDI
