,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,brand,model
4513,2015,19000,Diesel,Automatic,Second,16.36,2179,187.7,5.0,38.0,JAGUAR,XF 2.2 LITRE EXECUTIVE
4514,2016,45560,Petrol,Automatic,First,16.9,1197,82,5.0,6.34,HYUNDAI,XCENT 1.2 KAPPA AT SX OPTION
4515,2009,118000,Diesel,Manual,First,12.8,2494,102,8.0,4.5,TOYOTA,INNOVA 2.5 G (DIESEL) 7 SEATER BS IV
4516,2016,55000,Petrol,Manual,First,15.1,1196,73,7.0,3.75,MARUTI,EECO 7 SEATER STANDARD
4517,2012,60000,Diesel,Automatic,Second,15.2,1968,140.8,5.0,10.2,AUDI,A4 NEW 2.0 TDI MULTITRONIC
4518,2007,145000,Diesel,Manual,First,12.8,2494,102,8.0,5.0,TOYOTA,INNOVA 2.5 G (DIESEL) 7 SEATER BS IV
4519,2008,46810,Petrol,Manual,First,9.8,1995,163.5,5.0,3.95,MARUTI,GRAND VITARA MT
4520,2016,62767,Diesel,Manual,First,20.34,1498,103.2,5.0,9.75,VOLKSWAGEN,VENTO 1.5 TDI HIGHLINE
4521,2018,18553,Petrol,Manual,First,18.6,1197,81.86,5.0,7.93,HYUNDAI,ELITE I20 PETROL ASTA
4522,2011,143143,Diesel,Manual,First,17.8,1399,67,5.0,2.1,FORD,FIESTA CLASSIC 1.4 DURATORQ CLXI
4523,2015,53497,Diesel,Manual,First,13.5,2477,175.56,7.0,16.42,MITSUBISHI,PAJERO SPORT 4X4
4524,2011,148000,Diesel,Manual,Second,14.66,2199,194.3,7.0,8.9,HYUNDAI,SANTA FE 4X4
4525,2012,95000,Diesel,Manual,First,15.1,2179,140,7.0,7.21,MAHINDRA,XUV500 W8 2WD
4526,2015,100000,Diesel,Manual,First,12.8,2494,102,8.0,13.5,TOYOTA,INNOVA 2.5 V DIESEL 8-SEATER
4527,2016,29000,Diesel,Automatic,First,11.57,2987,254.79,5.0,65.0,MERCEDES-BENZ,GLE 350D
4528,2014,87000,Diesel,Manual,First,12.05,2179,120,7.0,7.4,MAHINDRA,SCORPIO 2009-2014 SLE 7S BSIV
4529,2014,56838,Petrol,Automatic,First,16.8,1497,118,5.0,5.15,HONDA,CITY 1.5 S AT
4530,2013,100000,Diesel,Automatic,First,12.0,2987,224,7.0,32.0,MERCEDES-BENZ,GL-CLASS 2007 2012 350 CDI LUXURY
4531,2011,125000,Petrol,Manual,First,17.0,1497,118,5.0,3.25,HONDA,CITY 1.5 S MT
4532,2017,17000,Petrol,Automatic,First,22.5,998,67,5.0,3.95,MARUTI,WAGON R VXI AMT
4533,2013,70000,Petrol,Manual,Second,15.4,1193,65,5.0,1.5,TATA,INDIGO ECS GLE BSIII
4534,2010,50000,Petrol,Manual,Second,17.0,1197,80,5.0,3.0,HYUNDAI,I20 2015-2017 1.2 ASTA WITH AVN
4535,2010,39800,Petrol,Manual,First,16.0,1198,90,5.0,1.99,HONDA,JAZZ ACTIVE
4536,2010,60000,Petrol,Manual,First,19.0,998,66.1,5.0,1.35,MARUTI,A-STAR LXI
4537,2009,58000,Diesel,Automatic,First,16.07,1995,181,5.0,13.5,BMW,3 SERIES 320D HIGHLINE
4538,2010,110009,Diesel,Manual,First,17.67,1968,138.08,5.0,6.99,SKODA,YETI ELEGANCE
4539,2013,85000,Diesel,Manual,First,19.01,1461,108.5,5.0,8.5,NISSAN,TERRANO XV PREMIUM 110 PS
4540,2010,84000,Diesel,Manual,Second,22.07,1199,73.9,5.0,2.89,VOLKSWAGEN,POLO DIESEL COMFORTLINE 1.2L
4541,2011,51000,Diesel,Automatic,First,22.69,1995,190,5.0,10.5,BMW,3 SERIES 320D
4542,2013,68880,Petrol,Manual,First,16.95,1498,97.7,5.0,3.97,NISSAN,SUNNY 2011-2014 XL
4543,2017,5500,Petrol,Automatic,First,24.07,998,67.1,5.0,4.25,MARUTI,ALTO K10 VXI AGS
4544,2016,40052,Petrol,Manual,First,21.1,1197,85.80,5.0,6.17,MARUTI,RITZ ZXI
4545,2016,47293,Diesel,Automatic,First,14.16,1968,174.3,5.0,38.72,AUDI,Q5 30 TDI QUATTRO PREMIUM PLUS
4546,2013,79663,Diesel,Manual,First,16.8,1493,110,5.0,6.5,HYUNDAI,VERNA CRDI SX
4547,2013,63000,Diesel,Manual,Second,25.8,1498,98.6,5.0,4.25,HONDA,AMAZE S I-DTECH
4548,2014,45000,Diesel,Manual,First,26.0,1498,98.6,5.0,4.75,HONDA,CITY I DTEC SV
4549,2014,56501,Diesel,Automatic,First,12.9,2755,174.5,7.0,17.71,TOYOTA,FORTUNER TRD SPORTIVO 2.8 2WD AT
4550,2015,58000,Diesel,Manual,First,20.34,1498,103.2,5.0,5.85,VOLKSWAGEN,VENTO 1.5 TDI HIGHLINE
4551,2011,51602,Diesel,Automatic,First,22.48,1995,190,5.0,17.27,BMW,5 SERIES 520D LUXURY LINE
4552,2007,74199,Diesel,Automatic,First,16.07,1995,181,5.0,9.25,BMW,3 SERIES 320D SEDAN
4553,2017,25000,Petrol,Automatic,First,13.0,1591,121.3,5.0,12.75,HYUNDAI,CRETA 1.6 SX PLUS PETROL AUTOMATIC
4554,2016,70000,Diesel,Automatic,Second,21.76,1995,190,5.0,27.0,BMW,3 SERIES LUXURY LINE
4555,2013,25000,Diesel,Automatic,Second,14.84,2143,167.62,5.0,21.0,MERCEDES-BENZ,NEW C-CLASS C 220 CDI BE AVANTGARE
4556,2017,22000,Diesel,Manual,First,26.59,1248,74,5.0,7.95,MARUTI,SWIFT DZIRE VDI
4557,2015,47020,Petrol,Manual,Second,23.1,998,67.04,5.0,4.5,MARUTI,CELERIO ZXI
4558,2017,8000,Diesel,Automatic,First,19.59,1995,187.74,5.0,33.75,BMW,3 SERIES 320D GT LUXURY LINE
4559,2010,73000,Diesel,Automatic,First,11.33,4134,335.2,7.0,17.51,AUDI,Q7 4.2 TDI QUATTRO TECHNOLOGY
4560,2017,36973,Petrol,Manual,First,18.2,1199,88.7,5.0,6.8,HONDA,JAZZ V
4561,2014,42083,Petrol,Manual,First,25.4,624,37.48,4.0,1.68,TATA,NANO CX BSIV
4562,2016,61000,Petrol,Manual,First,24.7,796,47.3,5.0,2.9,MARUTI,ALTO 800 2016-2019 LXI
4563,2014,43628,Petrol,Manual,First,22.5,998,67.04,5.0,3.16,MARUTI,WAGON R VXI
4564,2014,60000,Diesel,Manual,First,24.4,1120,71,5.0,3.9,HYUNDAI,XCENT 1.1 CRDI BASE
4565,2010,54000,Petrol,Manual,Second,17.8,1199,76.8,5.0,1.95,CHEVROLET,BEAT LT
4566,2015,27001,Diesel,Automatic,First,16.36,2179,187.7,5.0,26.52,JAGUAR,XF 2.2 LITRE LUXURY
4567,2010,52000,Diesel,Automatic,First,18.33,1968,167.7,5.0,9.0,VOLKSWAGEN,PASSAT DIESEL HIGHLINE 2.0 TDI
4568,2012,80000,Diesel,Manual,First,21.27,1396,88.76,5.0,4.5,HYUNDAI,I20 ASTA 1.4 CRDI
4569,2008,160000,Diesel,Manual,First,10.5,2835,107.2,6.0,8.75,MITSUBISHI,PAJERO 2.8 SFX
4570,2018,3300,Diesel,Automatic,First,24.3,1248,88.5,5.0,11.5,MARUTI,VITARA BREZZA ZDI PLUS AMT DUAL TONE
4571,2016,35027,Petrol,Manual,First,24.07,998,67.1,5.0,3.0,MARUTI,ALTO K10 LXI
4572,2015,26568,Petrol,Manual,First,21.1,814,55.2,5.0,3.79,HYUNDAI,EON MAGNA PLUS
4573,2015,59000,Diesel,Manual,First,28.09,1248,88.5,5.0,6.0,MARUTI,CIAZ VDI PLUS SHVS
4574,2016,51000,Diesel,Manual,First,19.67,1582,126.2,5.0,13.25,HYUNDAI,CRETA 1.6 CRDI SX OPTION
4575,2012,56400,Diesel,Automatic,First,17.2,1968,138.1,5.0,8.0,SKODA,SUPERB AMBITION 2.0 TDI CR AT
4576,2015,80000,Diesel,Manual,First,20.14,1498,88.8,5.0,5.8,VOLKSWAGEN,POLO 1.5 TDI HIGHLINE
4577,2012,72000,Diesel,Automatic,Third,18.48,,,,13.85,BMW,5 SERIES 520D SEDAN
4578,2013,107000,Diesel,Manual,Second,12.99,2494,100.6,7.0,13.5,TOYOTA,INNOVA 2.5 VX (DIESEL) 7 SEATER
4579,2014,100000,Diesel,Automatic,First,14.21,2143,203,5.0,25.0,MERCEDES-BENZ,E-CLASS 2009-2013 E250 CDI ELEGANCE
4580,2016,59998,Diesel,Manual,First,20.14,1498,88.8,5.0,5.49,VOLKSWAGEN,POLO 1.5 TDI HIGHLINE
4581,2013,105000,Diesel,Automatic,First,17.32,1968,150,5.0,19.0,AUDI,Q3 2.0 TDI
4582,2011,36000,Petrol,Manual,First,18.5,1197,80,5.0,2.5,HYUNDAI,I20 1.2 MAGNA
4583,2015,24350,Petrol,Manual,Second,19.81,1086,68.05,5.0,3.0,HYUNDAI,I10 SPORTZ 1.1L
4584,2018,28973,Diesel,Manual,First,24.7,1047,69,5.0,6.64,TATA,TIGOR 1.05 REVOTORQ XT
4585,2017,8243,Petrol,Manual,First,21.1,814,55.2,5.0,3.21,HYUNDAI,EON ERA
4586,2009,136642,Petrol,Manual,Second,17.92,1086,62.1,5.0,1.55,HYUNDAI,SANTRO XING GLS
4587,2011,60000,Petrol,Manual,First,17.92,1086,62.1,5.0,2.59,HYUNDAI,SANTRO XING GLS
4588,2008,100000,Diesel,Manual,Second,12.7,2609,120,8.0,4.0,MAHINDRA,SCORPIO SLX
4589,2010,48689,Petrol,Manual,First,17.4,1497,117.3,5.0,3.87,HONDA,CITY I-VTEC S
4590,2017,45000,Diesel,Manual,First,24.3,1248,88.5,5.0,9.75,MARUTI,VITARA BREZZA ZDI
4591,2019,38163,Diesel,Automatic,First,17.11,1968,174.33,5.0,32.91,AUDI,A4 35 TDI TECHNOLOGY EDITION
4592,2011,43800,Diesel,Automatic,Second,14.21,2143,203,5.0,16.75,MERCEDES-BENZ,E-CLASS 2009-2013 E250 CDI ELEGANCE
4593,2007,92000,Petrol,Manual,First,13.5,1799,130,5.0,1.9,HONDA,CIVIC 2006-2010 1.8 MT SPORT
4594,2017,14064,Petrol,Manual,First,18.6,1197,81.83,5.0,6.59,HYUNDAI,I20 MAGNA 1.2
4595,2017,42366,Diesel,Automatic,First,15.73,1968,174.33,5.0,31.93,AUDI,Q3 35 TDI QUATTRO PREMIUM PLUS
4596,2014,76551,Diesel,Manual,First,25.1,1498,98.6,5.0,7.25,HONDA,CITY I DTEC VX
4597,2008,72672,Petrol,Manual,First,19.81,1086,68.05,5.0,1.9,HYUNDAI,I10 ERA 1.1 ITECH SE
4598,2015,45000,Diesel,Manual,First,25.2,1248,74,5.0,3.55,MARUTI,SWIFT VDI BSIV
4599,2012,91696,Diesel,Automatic,First,11.4,2953,153.86,7.0,9.25,FORD,ENDEAVOUR 3.0L 4X4 AT
4600,2009,66484,Petrol,Manual,First,13.8,1299,70,5.0,1.65,FORD,IKON 1.3 FLAIR
4601,2019,15456,Diesel,Automatic,First,20.68,1995,190,5.0,36.64,BMW,X1 SDRIVE 20D XLINE
4602,2011,55000,Diesel,Automatic,Second,14.21,2143,203,5.0,16.0,MERCEDES-BENZ,E-CLASS 2009-2013 E250 CDI CLASSIC
4603,2019,21112,CNG,Manual,First,15.1,1196,73,5.0,5.38,MARUTI,EECO 5 STR WITH AC PLUS HTR CNG
4604,2011,98000,Petrol,Manual,First,16.7,,,,3.15,HONDA,JAZZ SELECT EDITION
4605,2014,61297,Diesel,Manual,First,25.8,1498,98.6,5.0,4.35,HONDA,AMAZE S I-DTECH
4606,2006,80000,Petrol,Manual,Second,17.3,993,60,5.0,1.2,MARUTI,ZEN LXI - BS III
4607,2013,59000,Petrol,Manual,Second,18.5,1197,80,5.0,4.1,HYUNDAI,I20 MAGNA
4608,2009,150000,Diesel,Automatic,First,11.0,2993,235,5.0,18.75,BMW,X5 3.0D
4609,2017,60083,Diesel,Manual,First,19.67,1582,126.2,5.0,13.78,HYUNDAI,CRETA 1.6 CRDI SX OPTION
4610,2016,85450,Diesel,Manual,First,26.59,1248,74,5.0,4.0,MARUTI,SWIFT DZIRE LDI
4611,2013,88000,Diesel,Manual,First,22.9,1248,74,5.0,4.33,MARUTI,SWIFT VDI
4612,2015,81828,Diesel,Manual,First,24.0,1186,73.97,5.0,5.43,HYUNDAI,GRAND I10 1.2 CRDI ASTA
4613,2016,18000,Petrol,Manual,First,18.16,1196,86.8,5.0,4.9,FORD,FIGO ASPIRE 1.2 TI-VCT TREND
4614,2017,15000,Diesel,Automatic,First,15.97,2993,258,5.0,70.0,BMW,X5 X5 M
4615,2016,34000,Diesel,Automatic,First,11.78,2143,167.62,5.0,25.5,MERCEDES-BENZ,NEW C-CLASS C 220 CDI CELEBRATION EDITION
4616,2015,46000,Petrol,Automatic,First,18.9,1197,82,5.0,5.1,HYUNDAI,GRAND I10 AT ASTA
4617,2013,48158,Diesel,Manual,First,22.32,1582,126.32,5.0,6.7,HYUNDAI,VERNA 1.6 SX CRDI (O)
4618,2013,93000,Diesel,Automatic,First,16.73,2993,218,5.0,26.5,BMW,5 SERIES 525D SEDAN
4619,2013,71007,Diesel,Manual,First,23.08,1461,63.1,5.0,3.9,NISSAN,MICRA DIESEL XV PREMIUM
4620,2010,63067,Petrol,Manual,Second,15.5,1586,103.3,5.0,2.7,MARUTI,SX4 ZXI MT BSIV
4621,2011,70259,Diesel,Manual,First,21.12,1248,88.8,5.0,2.95,TATA,MANZA AURA QUADRAJET BS IV
4622,2015,13000,Diesel,Automatic,First,16.55,1968,140,5.0,23.0,AUDI,A4 2.0 TDI MULTITRONIC
4623,2009,140000,Diesel,Manual,Second,17.8,1248,75,5.0,2.49,MARUTI,SWIFT LDI BSIV
4624,2015,130000,Diesel,Manual,First,25.2,1248,74,5.0,4.5,MARUTI,SWIFT LDI OPTIONAL
4625,2011,89401,Diesel,Manual,First,21.43,1364,87.2,5.0,4.5,TOYOTA,COROLLA ALTIS DIESEL D4DJ
4626,2015,67000,Diesel,Manual,First,27.3,1498,98.6,5.0,6.9,HONDA,JAZZ 1.5 VX I DTEC
4627,2010,65329,Petrol,Automatic,First,7.94,4395,450,4.0,20.72,BMW,6 SERIES 650I COUPE
4628,2010,72000,Petrol,Manual,First,16.25,1198,73.9,5.0,2.21,SKODA,FABIA 1.2 PETROL ACTIVE
4629,2001,70000,Petrol,Manual,Third,0.0,1242,,5.0,0.55,FIAT,SIENA 1.2 ELX
4630,2011,82000,Diesel,Automatic,Second,12.35,2179,187.74,5.0,13.9,LAND,ROVER FREELANDER 2 HSE
4631,2010,85000,Petrol,Manual,First,15.3,1596,101,5.0,1.46,FORD,FIESTA 1.6 ZXI DURATEC
4632,2012,83000,Diesel,Automatic,First,19.08,1582,126.32,5.0,6.0,HYUNDAI,VERNA SX CRDI AT
4633,2016,26000,Petrol,Manual,First,21.7,999,67,5.0,3.0,RENAULT,KWID 1.0 RXT OPTIONAL
4634,2012,27000,Diesel,Manual,First,22.3,1248,88.8,5.0,3.5,TATA,INDICA VISTA QUADRAJET 90 ZX PLUS
4635,2018,37746,Diesel,Manual,First,21.19,1396,88.73,5.0,7.59,HYUNDAI,I20 ACTIVE 1.4 SX
4636,2009,63274,Petrol,Manual,Second,15.0,1586,104.68,5.0,1.99,MARUTI,SX4 ZXI BSIII
4637,2016,25000,Petrol,Manual,First,25.17,799,53.3,5.0,3.8,RENAULT,KWID RXT
4638,2013,197000,Diesel,Manual,First,11.68,2498,112,7.0,4.0,MAHINDRA,XYLO E4 ABS BS III
4639,2013,45010,Petrol,Manual,Second,21.1,814,55.2,5.0,2.95,HYUNDAI,EON D LITE PLUS
4640,2013,75348,Diesel,Manual,First,25.8,1498,98.6,5.0,3.75,HONDA,AMAZE VX I-DTEC
4641,2010,90110,Diesel,Manual,First,22.07,1199,73.9,5.0,2.5,VOLKSWAGEN,POLO DIESEL HIGHLINE 1.2L
4642,2011,102013,Petrol,Manual,First,17.0,1497,118,5.0,3.75,HONDA,CITY 1.5 V MT
4643,2015,36000,Diesel,Automatic,First,12.55,2982,168.5,7.0,22.0,TOYOTA,FORTUNER 4X2 AT
4644,2017,37578,Petrol,Manual,First,18.0,1198,86.7,5.0,6.14,HONDA,AMAZE E I-VTECH
4645,2015,46001,Diesel,Automatic,First,20.58,1995,143,5.0,16.0,BMW,1 SERIES 118D BASE
4646,2014,46559,Petrol,Automatic,First,23.1,998,67.04,5.0,3.75,MARUTI,CELERIO VXI AT
4647,2015,48000,Diesel,Manual,First,12.99,2494,100.6,8.0,11.75,TOYOTA,INNOVA 2.5 GX (DIESEL) 8 SEATER
4648,2013,46000,Diesel,Automatic,Second,16.36,2179,187.7,5.0,24.0,JAGUAR,XF 2.2 LITRE LUXURY
4649,2017,15000,Petrol,Manual,First,17.5,1199,88.7,5.0,8.9,HONDA,WRV I-VTEC VX
4650,2012,85000,Diesel,Automatic,Third,17.05,1995,184,5.0,10.0,BMW,X1 SDRIVE20D
4651,2014,32000,Petrol,Automatic,First,14.3,1598,103.5,5.0,5.55,SKODA,RAPID 1.6 MPI AT ELEGANCE
4652,2012,60818,Petrol,Manual,First,16.09,1598,103.5,5.0,3.59,VOLKSWAGEN,VENTO 1.6 COMFORTLINE
4653,2019,35188,Diesel,Manual,First,22.77,1498,98.59,5.0,11.13,FORD,ECOSPORT 1.5 TDCI TREND PLUS BE
4654,2012,110000,Diesel,Manual,First,15.1,2179,140,7.0,7.2,MAHINDRA,XUV500 W6 2WD
4655,2014,61000,Diesel,Manual,First,18.6,1388,67,5.0,2.98,FORD,FIESTA CLASSIC 1.4 DURATORQ LXI
4656,2010,75000,Petrol,Manual,Second,17.92,1086,62.1,5.0,1.7,HYUNDAI,SANTRO XING GLS
4657,2015,55000,Diesel,Automatic,First,12.0,2987,224,7.0,52.0,MERCEDES-BENZ,GL-CLASS 2007 2012 350 CDI LUXURY
4658,2003,69966,Petrol,Manual,First,19.7,796,46.3,5.0,0.95,MARUTI,ALTO LXI BSII
4659,2016,42000,Petrol,Manual,First,17.8,1497,117.3,5.0,9.25,HONDA,CITY I VTEC VX OPTION
4660,2014,48000,Diesel,Automatic,First,13.01,2199,194.3,7.0,16.25,HYUNDAI,SANTA FE 2WD AT
4661,2015,35000,Diesel,Automatic,First,17.9,2143,136,5.0,20.99,MERCEDES-BENZ,GLA CLASS 200 CDI SPORT
4662,2005,128000,Diesel,Manual,Second,12.8,2494,102,8.0,4.25,TOYOTA,INNOVA 2.5 G4 DIESEL 8-SEATER
4663,2008,78000,Diesel,Automatic,Second,16.07,1995,181,5.0,7.2,BMW,3 SERIES 320D SEDAN
4664,2011,53080,Petrol,Manual,First,18.6,1197,85.8,5.0,4.4,MARUTI,SWIFT ZXI
4665,2011,66000,Petrol,Manual,Second,15.04,1598,103.6,5.0,4.25,VOLKSWAGEN,VENTO PETROL HIGHLINE
4666,2012,25000,Petrol,Manual,First,16.02,1373,93.7,7.0,5.35,MARUTI,ERTIGA VXI
4667,2016,36139,Petrol,Automatic,Second,18.9,1197,82,5.0,6.3,HYUNDAI,GRAND I10 AT ASTA
4668,2017,44000,Diesel,Manual,First,19.67,1582,126.2,5.0,12.5,HYUNDAI,CRETA 1.6 CRDI SX
4669,2008,50000,Diesel,Automatic,Second,16.77,2967,241.38,5.0,7.5,AUDI,A6 3.0 TDI QUATTRO
4670,2016,81177,Diesel,Manual,First,16.0,1997,140,7.0,11.25,MAHINDRA,XUV500 W8 1.99 MHAWK
4671,2016,26000,Petrol,Automatic,First,16.05,1499,110.4,5.0,7.65,FORD,ECOSPORT 1.5 TI VCT AT TITANIUM BE
4672,2016,100000,Diesel,Manual,First,24.4,1120,71,5.0,4.5,HYUNDAI,XCENT 1.1 CRDI BASE
4673,2014,75000,Diesel,Automatic,First,21.21,1498,103.2,5.0,7.5,VOLKSWAGEN,VENTO 1.5 TDI COMFORTLINE AT
4674,2004,119859,Petrol,Automatic,First,13.0,2987,210,5.0,7.1,MERCEDES-BENZ,S-CLASS 280 AT
4675,2010,55980,Petrol,Manual,First,20.36,1197,78.9,5.0,2.25,HYUNDAI,I10 MAGNA
4676,2015,30000,Diesel,Automatic,First,17.11,1968,174.33,5.0,27.0,AUDI,A4 35 TDI TECHNOLOGY EDITION
4677,2012,49700,Diesel,Manual,Second,21.9,1396,88.76,5.0,4.18,HYUNDAI,I20 SPORTZ 1.4 CRDI
4678,2013,79000,Diesel,Manual,First,23.5,1396,88.7,5.0,6.5,HYUNDAI,VERNA 1.4 EX
4679,2010,65100,Petrol,Manual,First,17.0,1497,118,5.0,3.15,HONDA,CITY 1.5 V MT
4680,2016,54161,Diesel,Manual,First,25.47,1248,88.50,7.0,7.64,MARUTI,ERTIGA VDI
4681,2011,28619,Petrol,Manual,First,19.7,796,46.3,5.0,2.4,MARUTI,ALTO LXI BSII
4682,2016,9000,Petrol,Automatic,First,20.51,998,67,5.0,4.25,MARUTI,WAGON R AMT VXI
4683,2016,42876,Diesel,Automatic,First,19.08,1582,126.2,5.0,9.31,HYUNDAI,VERNA 1.6 CRDI AT SX
4684,2011,64000,Petrol,Manual,First,19.7,796,46.3,5.0,2.39,MARUTI,ALTO LXI BSIII
4685,2018,20488,Petrol,Manual,Second,16.09,1598,103.5,5.0,7.64,VOLKSWAGEN,VENTO 1.6 COMFORTLINE
4686,2016,21000,Petrol,Manual,First,21.4,1197,83.1,5.0,6.21,MARUTI,BALENO ZETA 1.2
4687,2012,119203,Diesel,Automatic,First,0.0,2179,115,5.0,16.5,LAND,ROVER FREELANDER 2 TD4 SE
4688,2011,55987,Petrol,Automatic,First,13.7,1997,153.86,5.0,8.22,HONDA,CR-V 2.0L 2WD AT
4689,2017,72668,Diesel,Manual,First,14.24,2755,174.5,7.0,28.85,TOYOTA,FORTUNER 2.8 2WD MT
4690,2015,32000,Petrol,Automatic,First,15.6,1497,116.3,5.0,8.5,HONDA,CITY V AT
4691,2014,3000,Petrol,Automatic,Second,12.0,5461,421,2.0,90.0,MERCEDES-BENZ,SLK-CLASS 55 AMG
4692,2015,10400,Petrol,Manual,First,17.4,1497,117.3,5.0,6.51,HONDA,CITY I-VTEC S
4693,2013,35000,Diesel,Manual,First,22.9,1248,74,5.0,4.65,MARUTI,SWIFT VDI
4694,2013,55101,Petrol,Automatic,First,14.53,1794,138.1,5.0,8.4,TOYOTA,COROLLA ALTIS 2008-2013 1.8 VL AT
4695,2014,57464,Diesel,Manual,First,23.59,1364,67.06,5.0,5.75,TOYOTA,ETIOS CROSS 1.4L VD
4696,2006,110000,Petrol,Manual,First,18.9,998,67.1,5.0,1.11,MARUTI,WAGON R LX
4697,2017,17941,Petrol,Manual,First,15.7,,,,3.93,FIAT,PUNTO 1.2 DYNAMIC
4698,2014,72000,Petrol,Automatic,First,12.0,1991,184,5.0,17.25,MERCEDES-BENZ,E-CLASS 2015-2017 E 200 CGI
4699,2012,16000,Diesel,Automatic,First,16.36,2179,187.7,5.0,32.0,JAGUAR,XF AERO SPORT EDITION
4700,2011,62020,Petrol,Manual,First,17.0,1197,80,5.0,3.45,HYUNDAI,I20 SPORTZ PETROL
4701,2014,85000,Diesel,Automatic,Second,12.39,2179,147.51,5.0,23.0,LAND,ROVER FREELANDER 2 SE
4702,2018,14223,Petrol,Manual,First,18.6,1197,81.86,5.0,7.32,HYUNDAI,ELITE I20 PETROL SPORTZ
4703,2014,41210,Petrol,Manual,First,18.0,1198,86.7,5.0,4.4,HONDA,AMAZE S I-VTECH
4704,2015,20000,Diesel,Automatic,First,0.0,2987,165,5.0,47.35,MERCEDES-BENZ,M-CLASS ML 350 4MATIC
4705,2016,18043,Petrol,Manual,First,22.74,796,47.3,5.0,4.12,MARUTI,ALTO 800 VXI
4706,2016,80000,Diesel,Automatic,First,11.36,2755,171.5,7.0,19.5,TOYOTA,INNOVA CRYSTA 2.8 ZX AT
4707,2016,21000,Petrol,Automatic,First,18.9,1197,82,5.0,6.2,HYUNDAI,GRAND I10 AT ASTA
4708,2016,49000,Diesel,Automatic,First,16.55,2993,258,5.0,45.0,BMW,X3 XDRIVE30D M SPORT
4709,1998,104000,Petrol,Manual,Second,15.0,970,,5.0,0.85,MARUTI,1000 AC
4710,2010,95000,Petrol,Manual,Second,18.5,1197,80,5.0,2.8,HYUNDAI,I20 MAGNA
4711,2015,32000,Petrol,Automatic,First,18.9,1197,82,5.0,4.8,HYUNDAI,GRAND I10 AT ASTA
4712,2003,80000,Petrol,Manual,Second,17.0,,,,0.9,HYUNDAI,SANTRO XING XG
4713,2014,122800,Diesel,Manual,First,25.01,1498,89.75,5.0,5.65,FORD,FIESTA 1.5 TDCI TITANIUM
4714,2011,78000,Diesel,Manual,Second,15.0,2148,,5.0,14.5,MERCEDES-BENZ,E-CLASS 220 CDI
4715,2015,69000,Diesel,Manual,First,26.59,1248,74,5.0,5.9,MARUTI,SWIFT DZIRE VDI
4716,2015,65000,Diesel,Manual,Second,23.59,1364,67.04,5.0,5.0,TOYOTA,ETIOS VXD
4717,2015,23000,Petrol,Manual,First,19.1,1197,82,5.0,4.9,HYUNDAI,XCENT 1.2 KAPPA BASE
4718,2009,70000,Petrol,Manual,First,13.5,1799,130,5.0,4.25,HONDA,CIVIC 2006-2010 1.8 S MT
4719,2014,250000,Diesel,Manual,First,12.99,2494,100.6,8.0,10.9,TOYOTA,INNOVA 2.5 GX (DIESEL) 8 SEATER
4720,2012,56000,Petrol,Manual,First,13.2,1495,94,5.0,2.45,HYUNDAI,ACCENT GLE
4721,2013,30000,Petrol,Manual,First,22.74,796,47.3,5.0,2.5,MARUTI,ALTO 800 LXI
4722,2010,35000,Petrol,Automatic,First,8.1,5461,387.3,2.0,29.5,MERCEDES-BENZ,SL-CLASS SL 500
4723,2013,92250,Diesel,Manual,Second,22.7,1498,89.84,5.0,5.75,FORD,ECOSPORT 1.5 DV5 MT TITANIUM OPTIONAL
4724,2018,40000,Petrol,Manual,First,20.14,1197,81.86,5.0,5.0,HYUNDAI,XCENT 1.2 VTVT E
4725,2014,96848,Petrol,Automatic,First,14.3,1598,103.6,5.0,4.62,SKODA,RAPID 1.6 MPI AT AMBITION PLUS
4726,2016,42000,Diesel,Automatic,First,15.73,1968,174.33,5.0,23.5,AUDI,Q3 2012-2015 35 TDI QUATTRO PREMIUM PLUS
4727,2013,55886,Diesel,Manual,First,16.0,2179,140,7.0,7.25,MAHINDRA,XUV500 W8 2WD
4728,2019,12336,Petrol,Manual,First,17.0,1591,121.3,5.0,11.88,HYUNDAI,VERNA VTVT 1.6 SX OPTION
4729,2009,60000,Petrol,Manual,Third,13.9,1599,103.2,5.0,2.25,HYUNDAI,VERNA XI (PETROL)
4730,2003,83000,Petrol,Manual,Second,14.2,1597,92,5.0,0.85,FORD,IKON 1.6 CLXI
4731,2018,24000,Petrol,Manual,First,19.69,1198,67.04,5.0,4.0,NISSAN,MICRA ACTIVE XV
4732,2016,32198,Petrol,Automatic,First,16.5,1198,86.8,5.0,5.1,HONDA,BRIO VX AT
4733,2014,92247,Diesel,Manual,First,12.99,2494,100.6,7.0,12.5,TOYOTA,INNOVA 2.5 GX (DIESEL) 7 SEATER
4734,2011,121311,Diesel,Manual,First,20.64,1498,108.5,5.0,2.9,VOLKSWAGEN,VENTO 1.5 TDI HIGHLINE
4735,2016,66296,Diesel,Manual,First,16.0,2179,140,7.0,15.96,MAHINDRA,XUV500 W10 AWD
4736,2015,41000,Petrol,Automatic,First,16.9,1197,82,5.0,5.45,HYUNDAI,XCENT 1.2 KAPPA AT SX OPTION
4737,2017,38681,Diesel,Manual,First,13.5,2198,157.7,7.0,23.86,FORD,ENDEAVOUR 2.2 TREND MT 4X4
