,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Power,Price,brand,model,Engine 
4925,2017,22000,Diesel,Automatic,First,12.83,12.83,35.0,LAND,ROVER DISCOVERY,2179.0
4926,2018,44383,Petrol,Manual,First,15.8,15.8,13.25,HYUNDAI,CRETA 1.6,1591.0
4927,2013,45000,Diesel,Manual,First,20.5,20.5,3.65,SKODA,RAPID 1.6,1598.0
4928,2015,58000,Diesel,Manual,First,23.4,23.4,5.25,MARUTI,SWIFT DZIRE,1248.0
4929,2016,69000,Petrol,Manual,First,15.8,15.8,9.7,HYUNDAI,CRETA 1.6,1591.0
4930,2017,60993,Diesel,Manual,First,24.0,24.0,5.21,HYUNDAI,GRAND I10,1120.0
4931,2016,67000,Diesel,Manual,First,18.49,18.49,6.3,MAHINDRA,TUV 300,1493.0
4932,2014,51134,Diesel,Manual,First,24.0,24.0,4.72,HYUNDAI,GRAND I10,1120.0
4933,2011,55000,Diesel,Automatic,Second,11.7,11.7,28.0,BMW,X5 XDRIVE,2993.0
4934,2018,25082,Diesel,Automatic,First,28.4,28.4,8.37,MARUTI,DZIRE AMT,1248.0
4935,2012,68350,Diesel,Manual,First,12.55,12.55,14.0,TOYOTA,FORTUNER 4X4,2982.0
4936,2015,50000,Diesel,Automatic,First,17.68,17.68,36.0,AUDI,A6 2011-2015,1968.0
4937,2015,97000,Diesel,Manual,First,27.3,27.3,6.4,HONDA,JAZZ 1.5,1498.0
4938,2015,56238,Diesel,Automatic,First,11.33,11.33,51.69,AUDI,Q7 4.2,4134.0
4939,2014,72618,Diesel,Manual,First,12.05,12.05,8.0,MAHINDRA,SCORPIO 2009-2014,2179.0
4940,2012,62005,Diesel,Manual,First,18.3,18.3,9.8,CHEVROLET,CRUZE LTZ,1991.0
4941,2012,61250,Diesel,Manual,First,25.44,25.44,2.7,CHEVROLET,BEAT DIESEL,936.0
4942,2014,28469,Diesel,Automatic,First,18.25,18.25,24.37,AUDI,A4 35,1968.0
4943,2018,21488,Petrol,Automatic,First,14.3,14.3,9.72,SKODA,RAPID 1.6,1598.0
4944,2014,197000,Diesel,Manual,First,23.4,23.4,5.0,MARUTI,SWIFT DZIRE,1248.0
4945,2009,138205,Diesel,Manual,Second,11.5,11.5,10.5,TOYOTA,FORTUNER 3.0,2982.0
4946,2012,160000,Diesel,Manual,Second,22.9,22.9,3.9,MARUTI,SWIFT VDI,1248.0
4947,2012,67590,Petrol,Manual,First,17.0,17.0,5.65,HONDA,CITY 1.5,1497.0
4948,2012,52000,Diesel,Automatic,First,15.26,15.26,29.95,MERCEDES-BENZ,M-CLASS ML,2143.0
4949,2008,100000,Diesel,Manual,Second,17.8,17.8,3.0,MARUTI,SWIFT LDI,1248.0
4950,2017,60048,Diesel,Manual,First,26.1,26.1,6.0,FORD,ASPIRE TITANIUM,1498.0
4951,2009,48000,Petrol,Manual,First,20.36,20.36,2.11,HYUNDAI,I10 SPORTZ,1197.0
4953,2011,100000,Petrol,Manual,First,19.7,19.7,1.5,MARUTI,ALTO LXI,796.0
4954,2013,62601,Diesel,Manual,First,23.59,23.59,4.67,TOYOTA,ETIOS LIVA,1364.0
4955,2006,80010,Petrol,Manual,Second,20.4,20.4,2.85,MARUTI,SWIFT VXI,1197.0
4956,2017,26493,Diesel,Automatic,First,19.27,19.27,33.64,MERCEDES-BENZ,NEW C-CLASS,2143.0
4957,2011,96000,Diesel,Manual,Second,17.88,17.88,0.91,TATA,INDICA V2,1396.0
4958,2014,45700,Petrol,Manual,Second,22.74,22.74,2.42,MARUTI,ALTO 800,796.0
4959,2005,13000,Petrol,Automatic,First,9.3,9.3,3.25,SKODA,SUPERB 2.8,2771.0
4960,2013,38000,Petrol,Manual,First,16.47,16.47,2.8,VOLKSWAGEN,POLO PETROL,1198.0
4961,2019,8018,Petrol,Automatic,First,22.0,22.0,8.3,MARUTI,DZIRE AMT,1197.0
4962,2010,144400,Diesel,Manual,Third,12.05,12.05,5.25,MAHINDRA,SCORPIO VLX,2179.0
4963,2010,152000,Diesel,Manual,First,17.8,17.8,2.9,MARUTI,SWIFT VDI,1248.0
4964,2013,71000,Diesel,Automatic,First,18.88,18.88,15.0,BMW,3 SERIES,1995.0
4965,2012,80000,Petrol,Manual,Second,25.4,25.4,0.53,TATA,NANO STD,624.0
4966,2014,87143,Diesel,Manual,First,12.99,12.99,12.5,TOYOTA,INNOVA 2.5,2494.0
4967,2012,25000,Petrol,Manual,First,18.4,18.4,2.75,HONDA,BRIO S,1198.0
4968,2018,2000,Petrol,Automatic,First,23.84,23.84,5.0,TATA,TIAGO AMT,1199.0
4969,2014,45239,Diesel,Manual,First,12.05,12.05,7.09,MAHINDRA,SCORPIO SLE,2179.0
4970,2011,101999,Diesel,Automatic,First,16.73,16.73,19.99,BMW,5 SERIES,1995.0
4971,2014,74219,Diesel,Manual,First,21.43,21.43,10.75,TOYOTA,COROLLA ALTIS,1364.0
4972,2016,25000,Petrol,Automatic,First,18.0,18.0,9.45,HONDA,CITY I,1497.0
4973,2008,109606,Diesel,Manual,First,22.0,22.0,2.9,HYUNDAI,VERNA CRDI,1582.0
4974,2015,36000,Diesel,Manual,First,26.59,26.59,4.7,MARUTI,SWIFT DZIRE,1248.0
4975,2016,41810,Petrol,Manual,First,20.73,20.73,7.11,MARUTI,CIAZ ZXI,1373.0
4976,2014,93321,Diesel,Manual,First,22.7,22.7,6.25,FORD,ECOSPORT 1.5,1498.0
4977,2011,81000,Petrol,Manual,First,20.92,20.92,2.2,MARUTI,ALTO K10,998.0
4978,2019,25717,Petrol,Automatic,First,19.0,19.0,8.86,HONDA,AMAZE V,1199.0
4979,2015,37000,Diesel,Manual,First,15.1,15.1,9.3,MAHINDRA,XUV500 W6,2179.0
4980,2017,56380,Diesel,Manual,First,18.49,18.49,7.57,MAHINDRA,TUV 300,1493.0
4981,2017,8000,Petrol,Manual,First,18.2,18.2,7.9,HONDA,JAZZ VX,1199.0
4982,2018,14589,Petrol,Manual,First,16.1,16.1,5.65,MARUTI,SWIFT VXI,1298.0
4983,2013,65088,Petrol,Manual,First,16.47,16.47,3.25,VOLKSWAGEN,POLO PETROL,1198.0
4984,2019,24864,Diesel,Manual,First,20.5,20.5,16.27,HYUNDAI,CRETA 1.6,1582.0
4985,2011,64831,Petrol,Manual,First,18.6,18.6,3.21,CHEVROLET,BEAT LS,1199.0
4986,2013,38001,Diesel,Manual,First,25.8,25.8,3.9,HONDA,AMAZE VX,1498.0
4987,2008,77000,Petrol,Automatic,Second,10.0,10.0,6.5,MERCEDES-BENZ,E-CLASS 230,2496.0
4988,2016,27000,Diesel,Automatic,First,18.59,18.59,48.0,BMW,5 SERIES,2993.0
4989,2016,39000,Diesel,Automatic,First,20.38,20.38,18.9,AUDI,A3 35,1968.0
4990,2015,131000,Diesel,Manual,First,26.59,26.59,3.6,MARUTI,SWIFT DZIRE,1248.0
4991,2015,43000,Diesel,Manual,First,26.59,26.59,5.5,MARUTI,SWIFT DZIRE,1248.0
4992,2011,68000,Diesel,Manual,Second,12.8,12.8,7.0,TOYOTA,INNOVA 2.5,2494.0
4993,2016,45165,Diesel,Automatic,First,16.09,16.09,41.75,BMW,X3 XDRIVE20D,1995.0
4994,2007,120000,Diesel,Automatic,First,16.73,16.73,10.5,BMW,5 SERIES,1995.0
4995,2014,86091,Diesel,Manual,First,15.1,15.1,10.09,MAHINDRA,XUV500 W8,2179.0
4996,2009,71499,Petrol,Manual,First,17.0,17.0,3.0,HONDA,CITY 1.5,1497.0
4997,2014,50000,Diesel,Manual,First,17.0,17.0,12.0,FORCE,ONE LX,2200.0
4998,2015,66000,Diesel,Manual,First,20.14,20.14,4.91,VOLKSWAGEN,POLO 1.5,1498.0
4999,2010,45000,Petrol,Manual,First,16.0,16.0,2.0,HONDA,JAZZ S,1198.0
5000,2015,69189,Diesel,Manual,First,23.59,23.59,5.3,TOYOTA,ETIOS LIVA,1364.0
5001,2014,40206,Diesel,Manual,First,19.01,19.01,7.22,NISSAN,TERRANO XV,1461.0
5002,2017,36723,Diesel,Automatic,First,18.56,18.56,32.57,BMW,X3 XDRIVE,1995.0
5003,2010,57500,Petrol,Manual,First,18.5,18.5,2.75,HYUNDAI,I20 1.2,1197.0
5004,2018,43912,CNG,Manual,First,15.1,15.1,4.33,MARUTI,EECO 5,1196.0
5005,2011,52000,Diesel,Manual,First,17.8,17.8,3.75,FORD,FIESTA EXI,1399.0
5006,2014,60952,Petrol,Automatic,First,16.8,16.8,5.91,HONDA,CITY 1.5,1497.0
5007,2013,87192,Diesel,Manual,First,25.2,25.2,4.35,MARUTI,SWIFT VDI,1248.0
5008,2014,58000,Diesel,Manual,First,24.0,24.0,3.25,HYUNDAI,GRAND I10,1120.0
5009,2017,59500,Diesel,Automatic,First,14.75,14.75,68.0,AUDI,Q7 45,2967.0
5010,2016,16650,Petrol,Manual,First,17.0,17.0,5.5,VOLKSWAGEN,AMEO 1.2,1198.0
5011,2018,34696,Petrol,Automatic,First,18.0,18.0,12.08,HONDA,CITY I,1497.0
5012,2018,42243,Diesel,Manual,First,27.39,27.39,7.48,MARUTI,BALENO ALPHA,1248.0
5013,2016,57824,Diesel,Manual,First,24.0,24.0,5.5,HYUNDAI,GRAND I10,1120.0
5014,2011,110000,Diesel,Manual,First,19.3,19.3,3.5,MARUTI,SWIFT DZIRE,1248.0
5016,2013,72000,Diesel,Automatic,First,0.0,0.0,15.5,LAND,ROVER FREELANDER,2179.0
5017,2013,63455,Diesel,Manual,First,11.5,11.5,19.0,TOYOTA,FORTUNER 3.0,2982.0
5018,2017,17151,Diesel,Manual,First,27.3,27.3,8.4,HONDA,JAZZ VX,1498.0
5019,2016,31001,Diesel,Manual,First,24.3,24.3,7.25,MARUTI,VITARA BREZZA,1248.0
5020,2014,42109,Diesel,Manual,First,23.4,23.4,4.25,MARUTI,SWIFT DZIRE,1248.0
5021,2015,55000,Diesel,Automatic,Second,21.66,21.66,5.7,SKODA,RAPID 1.5,1498.0
5022,2013,46000,Diesel,Automatic,Second,0.0,0.0,26.0,LAND,ROVER FREELANDER,2179.0
5023,2013,30852,Petrol,Manual,First,22.74,22.74,2.49,MARUTI,ALTO 800,796.0
5024,2011,65000,Petrol,Manual,Second,16.47,16.47,3.0,VOLKSWAGEN,POLO PETROL,1198.0
5025,2015,65000,Diesel,Manual,First,26.0,26.0,5.95,HONDA,CITY I,1498.0
5026,2013,72000,Diesel,Manual,First,23.4,23.4,2.69,MARUTI,SWIFT DZIRE,1248.0
5027,2014,29000,Diesel,Automatic,First,17.11,17.11,26.0,AUDI,A4 2.0,1968.0
5028,2015,32000,Petrol,Manual,First,17.8,17.8,5.5,HONDA,CITY I,1497.0
5029,2016,29875,Petrol,Manual,First,18.16,18.16,4.85,FORD,FIGO ASPIRE,1196.0
5030,2018,32539,Diesel,Manual,First,24.3,24.3,8.39,MARUTI,VITARA BREZZA,1248.0
5031,2015,83090,Diesel,Manual,First,19.01,19.01,7.99,RENAULT,DUSTER 110PS,1461.0
5032,2016,62679,Diesel,Manual,First,21.19,21.19,6.95,HYUNDAI,I20 ACTIVE,1396.0
5033,2010,93000,Petrol,Manual,First,15.7,15.7,1.5,MAHINDRA,LOGAN PETROL,1390.0
5034,2006,44000,Petrol,Manual,First,17.7,17.7,1.55,HONDA,CITY ZX,1497.0
5035,2010,78400,Petrol,Manual,Second,15.6,15.6,2.75,FORD,FIGO PETROL,1196.0
5036,2014,71300,Petrol,Manual,First,13.06,13.06,4.25,RENAULT,DUSTER PETROL,1598.0
5037,2015,18000,Petrol,Manual,First,20.36,20.36,2.85,HYUNDAI,I10 SPORTZ,1197.0
5038,2019,24013,Diesel,Automatic,First,12.81,12.81,56.14,LAND,ROVER DISCOVERY,1999.0
5039,2009,99100,Petrol,Automatic,Second,9.74,9.74,10.0,AUDI,Q5 2008-2012,1984.0
5040,2003,62000,Petrol,Manual,Second,11.3,11.3,1.25,MARUTI,VERSA DX2,1298.0
5041,2017,14000,Diesel,Manual,First,26.59,26.59,7.5,MARUTI,SWIFT DZIRE,1248.0
5042,2015,44811,Diesel,Automatic,First,17.11,17.11,25.81,AUDI,A4 2.0,1968.0
5043,2014,44000,Petrol,Manual,First,16.47,16.47,4.3,VOLKSWAGEN,POLO 1.2,1198.0
5044,2010,136000,Diesel,Manual,Second,11.5,11.5,11.0,TOYOTA,FORTUNER 3.0,2982.0
5045,2010,144113,Diesel,Manual,Second,11.5,11.5,11.75,TOYOTA,FORTUNER 3.0,2982.0
5046,2012,94989,Petrol,Manual,First,12.8,12.8,6.58,HONDA,ACCORD 2.4,2354.0
5047,2012,58133,Diesel,Manual,First,22.9,22.9,4.8,MARUTI,SWIFT ZDI,1248.0
5048,2008,61000,Petrol,Manual,Second,17.5,17.5,1.65,SKODA,FABIA 1.2,1198.0
5049,2017,27000,Diesel,Manual,First,17.1,17.1,15.0,JEEP,COMPASS 2.0,1956.0
5050,2014,18050,Petrol,Manual,Second,25.4,25.4,1.0,TATA,NANO TWIST,624.0
5051,2007,145277,Petrol,Manual,First,15.3,15.3,1.65,FORD,FIESTA 1.6,1596.0
5052,2015,42000,Diesel,Manual,First,27.62,27.62,3.6,MARUTI,CELERIO ZDI,793.0
5053,2011,86000,Diesel,Manual,First,11.5,11.5,11.5,TOYOTA,FORTUNER 3.0,2982.0
5054,2015,42150,Diesel,Manual,First,27.62,27.62,3.6,MARUTI,CELERIO ZDI,793.0
5055,2015,30158,Petrol,Manual,First,21.1,21.1,3.05,HYUNDAI,EON ERA,814.0
5056,2011,47000,Diesel,Manual,Second,23.5,23.5,6.0,FORD,FIESTA DIESEL,1498.0
5057,2013,39000,Petrol,Manual,First,16.47,16.47,3.75,VOLKSWAGEN,POLO 1.2,1198.0
5058,2016,32125,Petrol,Manual,First,16.2,16.2,6.17,VOLKSWAGEN,POLO 1.2,1199.0
5059,2017,58829,Diesel,Manual,First,24.3,24.3,9.05,MARUTI,VITARA BREZZA,1248.0
5060,2013,67559,Petrol,Manual,First,19.4,19.4,4.05,HONDA,BRIO S,1198.0
5061,2013,55000,Petrol,Manual,First,17.5,17.5,4.25,MARUTI,SWIFT DZIRE,1298.0
5062,2018,30000,Petrol,Manual,First,23.1,23.1,3.75,MARUTI,CELERIO LXI,998.0
5063,2016,28000,Petrol,Automatic,First,13.0,13.0,11.85,HYUNDAI,CRETA 1.6,1591.0
5064,2016,31826,Diesel,Manual,First,22.7,22.7,8.24,FORD,ECOSPORT 1.5,1498.0
5065,2016,64000,Diesel,Manual,First,17.8,17.8,5.99,MARUTI,SWIFT VDI,1248.0
5066,2008,100009,Petrol,Manual,Second,13.1,13.1,6.5,HONDA,CR-V RVI,1997.0
5067,2019,17201,Diesel,Automatic,First,12.51,12.51,58.91,LAND,ROVER DISCOVERY,2179.0
5068,2014,74345,Diesel,Manual,First,15.1,15.1,8.0,MAHINDRA,XUV500 W8,2179.0
5069,2015,58134,Petrol,Manual,First,16.47,16.47,4.64,VOLKSWAGEN,POLO 1.2,1198.0
5070,2010,30566,Petrol,Automatic,First,19.2,19.2,3.32,HYUNDAI,I10 MAGNA,1197.0
5071,2012,55231,Petrol,Manual,Second,20.36,20.36,2.78,HYUNDAI,I10 MAGNA,1197.0
5072,2016,67774,Diesel,Automatic,First,14.81,14.81,8.95,CHEVROLET,CRUZE LTZ,1998.0
5073,2013,50319,Petrol,Automatic,First,12.0,12.0,21.95,MERCEDES-BENZ,E-CLASS E,1991.0
5074,2013,45000,Petrol,Manual,First,11.7,11.7,7.9,HYUNDAI,SONATA 2.4,2359.0
5075,2007,43627,Petrol,Automatic,First,11.74,11.74,29.0,MERCEDES-BENZ,NEW C-CLASS,1796.0
5076,2013,45000,Diesel,Manual,First,22.07,22.07,3.25,VOLKSWAGEN,POLO DIESEL,1199.0
5077,2014,10500,Petrol,Manual,First,17.4,17.4,5.9,HONDA,CITY I,1497.0
5078,2017,21789,Diesel,Manual,First,24.3,24.3,9.88,MARUTI,VITARA BREZZA,1248.0
5079,2019,21134,Petrol,Manual,First,18.6,18.6,8.78,HYUNDAI,ELITE I20,1197.0
5080,2011,90000,Diesel,Manual,Second,13.93,13.93,2.75,TATA,NEW SAFARI,2179.0
5081,2014,51553,Diesel,Manual,First,21.64,21.64,5.98,NISSAN,SUNNY 2011-2014,1461.0
5082,2011,31000,Petrol,Automatic,First,10.9,10.9,31.0,BMW,3 SERIES,2497.0
5083,2011,67422,Petrol,Manual,Second,14.53,14.53,3.55,TOYOTA,COROLLA 1.8,1798.0
5084,2015,60519,Diesel,Manual,First,22.32,22.32,6.24,HYUNDAI,VERNA 1.6,1582.0
5085,2009,34000,Diesel,Manual,First,19.3,19.3,2.19,MARUTI,SWIFT DZIRE,1248.0
5086,2013,68434,Diesel,Manual,First,28.4,28.4,5.5,MARUTI,DZIRE VDI,1248.0
5087,2014,17000,Petrol,Manual,First,24.07,24.07,2.1,MARUTI,ALTO K10,998.0
5088,2011,43686,Petrol,Automatic,First,10.5,10.5,50.66,JAGUAR,XJ 5.0,5000.0
5089,2012,22000,Diesel,Automatic,First,14.84,14.84,14.0,MERCEDES-BENZ,NEW C-CLASS,2143.0
5090,2013,79225,Diesel,Manual,First,22.0,22.0,5.5,HYUNDAI,VERNA CRDI,1582.0
5091,2007,63000,Petrol,Manual,Third,14.2,14.2,1.2,CHEVROLET,AVEO 1.6,1598.0
5092,2014,61922,Petrol,Manual,First,20.4,20.4,5.3,MARUTI,SWIFT VXI,1197.0
5093,2015,85000,Diesel,Manual,First,23.9,23.9,6.3,HYUNDAI,VERNA 1.6,1582.0
5094,2017,26192,Diesel,Automatic,First,17.9,17.9,40.47,MERCEDES-BENZ,GLC 220D,2143.0
5095,2013,65000,Diesel,Manual,First,13.0,13.0,16.1,TOYOTA,FORTUNER 4X2,2982.0
5096,2014,44999,Diesel,Automatic,First,12.8,12.8,25.0,AUDI,Q5 2008-2012,1968.0
5097,2008,81308,Diesel,Automatic,Second,13.2,13.2,7.95,BMW,3 SERIES,1995.0
5098,2016,35000,Petrol,Manual,First,24.7,24.7,2.65,MARUTI,ALTO 800,796.0
5099,2012,65349,Petrol,Manual,First,20.92,20.92,2.81,MARUTI,ALTO K10,998.0
5100,2012,80000,Petrol,Automatic,First,15.64,15.64,17.5,AUDI,A4 1.8,1798.0
5101,2012,61000,Petrol,Manual,First,16.1,16.1,3.3,MARUTI,SWIFT VXI,1197.0
5102,2019,31817,Petrol,Manual,First,22.5,22.5,5.34,MARUTI,WAGON R,998.0
5103,2016,41000,Diesel,Manual,First,21.14,21.14,8.5,SKODA,RAPID 1.5,1498.0
5104,2010,82606,Petrol,Manual,Second,16.0,16.0,2.69,HONDA,JAZZ S,1198.0
5105,2015,52000,Diesel,Manual,First,16.0,16.0,11.5,MAHINDRA,XUV500 W10,2179.0
5106,2011,50318,Petrol,Manual,First,18.5,18.5,4.06,MARUTI,RITZ VXI,1197.0
5107,2016,50000,Diesel,Automatic,First,17.9,17.9,49.0,MERCEDES-BENZ,GLE 250D,2143.0
5108,2012,72000,Diesel,Manual,First,20.5,20.5,4.6,SKODA,RAPID 1.6,1598.0
5109,2015,63776,Diesel,Manual,First,24.0,24.0,3.96,HYUNDAI,GRAND I10,1120.0
5110,2015,28133,Petrol,Manual,First,18.6,18.6,5.6,HYUNDAI,ELITE I20,1197.0
5111,2017,45000,Diesel,Manual,First,22.95,22.95,3.75,TATA,ZEST QUADRAJET,1248.0
5112,2015,55697,Diesel,Manual,First,22.54,22.54,5.5,HYUNDAI,I20 MAGNA,1396.0
5113,2012,62000,Diesel,Manual,Second,20.5,20.5,3.0,SKODA,RAPID 1.6,1598.0
5114,2011,48000,Petrol,Manual,First,16.0,16.0,3.0,FIAT,LINEA EMOTION,1368.0
5115,2010,90246,Petrol,Manual,First,16.1,16.1,2.95,MARUTI,SWIFT VXI,1298.0
5116,2015,80500,Diesel,Manual,First,25.0,25.0,2.45,TATA,INDICA V2,1396.0
5117,2012,119000,Diesel,Automatic,First,14.84,14.84,13.99,MERCEDES-BENZ,NEW C-CLASS,2143.0
5118,2016,28541,Diesel,Automatic,First,11.57,11.57,60.75,MERCEDES-BENZ,GLE 350D,2987.0
5119,2008,45500,Petrol,Manual,Second,0.0,0.0,1.17,HYUNDAI,SANTRO XING,1086.0
5120,2012,41000,Petrol,Manual,Second,16.8,16.8,4.5,HONDA,CITY V,1497.0
5121,2010,58000,Petrol,Manual,Second,18.5,18.5,2.5,HYUNDAI,I20 MAGNA,1197.0
5122,2015,99000,Diesel,Manual,First,13.0,13.0,20.5,TOYOTA,FORTUNER 4X2,2982.0
5123,2014,31200,Petrol,Manual,First,18.9,18.9,3.9,HYUNDAI,GRAND I10,1197.0
5124,2009,85000,Diesel,Manual,Second,15.0,15.0,3.5,VOLKSWAGEN,JETTA 2007-2011,1896.0
5125,2016,60924,Petrol,Automatic,First,15.63,15.63,8.3,FORD,ECOSPORT 1.5,1499.0
5126,2012,45000,Petrol,Manual,First,21.1,21.1,2.5,HYUNDAI,EON MAGNA,814.0
5127,2011,44000,Petrol,Automatic,First,19.15,19.15,2.65,NISSAN,MICRA XV,1198.0
5128,2016,30534,Petrol,Automatic,First,19.0,19.0,7.42,HONDA,JAZZ 1.2,1199.0
5129,2016,46399,Petrol,Manual,First,16.47,16.47,4.63,VOLKSWAGEN,POLO 1.2,1198.0
5130,2008,42000,Petrol,Manual,First,19.7,19.7,1.09,MARUTI,ALTO LXI,796.0
5131,2011,67000,Diesel,Manual,First,22.32,22.32,3.8,HYUNDAI,VERNA 1.6,1582.0
5132,2013,58000,Diesel,Automatic,First,10.0,10.0,15.75,MERCEDES-BENZ,E-CLASS 2009-2013,2148.0
5133,2015,27000,Petrol,Manual,First,17.57,17.57,5.27,TATA,ZEST REVOTRON,1193.0
5134,2012,39566,Petrol,Manual,Second,18.4,18.4,2.75,HONDA,BRIO S,1198.0
5135,2016,14980,Diesel,Manual,First,27.3,27.3,7.4,HONDA,JAZZ VX,1498.0
5136,2017,18491,Petrol,Automatic,First,24.07,24.07,3.9,MARUTI,ALTO K10,998.0
5137,2000,90000,Petrol,Manual,Second,17.3,17.3,0.7,MARUTI,ZEN VXI,993.0
5138,2015,118211,Diesel,Manual,First,22.54,22.54,5.9,HYUNDAI,I20 SPORTZ,1396.0
5139,2016,63316,Diesel,Manual,First,22.7,22.7,9.58,MARUTI,SX4 S,1598.0
5140,2014,42000,Diesel,Automatic,First,14.21,14.21,24.95,MERCEDES-BENZ,E-CLASS 2009-2013,2143.0
5141,2015,25648,Petrol,Manual,First,13.7,13.7,4.29,CHEVROLET,ENJOY PETROL,1399.0
5142,2011,67612,Diesel,Automatic,Second,14.21,14.21,11.5,MERCEDES-BENZ,E-CLASS 2009-2013,2143.0
5143,2016,33000,Diesel,Manual,First,16.0,16.0,9.65,MAHINDRA,XUV500 W4,2179.0
5144,2015,20000,Petrol,Manual,First,20.36,20.36,3.75,HYUNDAI,I10 SPORTZ,1197.0
5145,2007,143000,Petrol,Manual,Second,14.2,14.2,1.1,HYUNDAI,GETZ 1.3,1341.0
5146,2014,118218,Diesel,Automatic,First,12.07,12.07,31.41,AUDI,Q7 3.0,2967.0
5147,2012,99000,Diesel,Manual,Third,12.05,12.05,6.0,MAHINDRA,SCORPIO SLE,2179.0
5148,2016,22700,Petrol,Manual,First,18.7,18.7,5.55,HONDA,JAZZ 1.2,1199.0
5149,2017,28000,Diesel,Manual,First,14.0,14.0,10.91,TATA,SAFARI STORME,2179.0
5150,2014,62000,Diesel,Manual,First,15.1,15.1,7.25,MAHINDRA,XUV500 W6,2179.0
5151,2012,107023,Diesel,Manual,First,22.07,22.07,3.9,VOLKSWAGEN,POLO DIESEL,1199.0
5152,2012,71082,Diesel,Manual,First,19.3,19.3,3.95,MARUTI,SWIFT DZIRE,1248.0
5153,2013,60000,Diesel,Automatic,First,15.73,15.73,22.0,AUDI,Q3 2.0,1968.0
5154,2014,21701,Petrol,Manual,First,23.1,23.1,3.38,MARUTI,CELERIO ZXI,998.0
5155,2011,56000,Petrol,Manual,First,16.8,16.8,3.45,HONDA,CITY V,1497.0
5156,2016,32450,Petrol,Manual,First,18.6,18.6,5.75,HYUNDAI,I20 1.2,1197.0
5157,2016,12500,Petrol,Manual,First,25.17,25.17,2.75,RENAULT,KWID RXT,799.0
5158,2019,20483,Diesel,Automatic,First,17.9,17.9,30.3,MERCEDES-BENZ,CLA 200,2143.0
5159,2014,45800,Diesel,Manual,First,22.7,22.7,7.5,FORD,ECOSPORT 1.5,1498.0
5160,2015,35441,Petrol,Manual,First,18.6,18.6,6.87,HYUNDAI,I20 ASTA,1197.0
5161,2015,86398,Diesel,Manual,First,12.99,12.99,15.2,TOYOTA,INNOVA 2.5,2494.0
5162,2012,150000,Diesel,Manual,First,21.64,21.64,3.5,NISSAN,SUNNY 2011-2014,1461.0
5163,2014,89000,Diesel,Manual,First,25.2,25.2,5.85,MARUTI,SWIFT VDI,1248.0
5164,2010,68375,Petrol,Manual,First,19.0,19.0,2.5,MARUTI,A-STAR VXI,998.0
5165,2013,52000,Petrol,Manual,First,18.6,18.6,3.95,MARUTI,SWIFT ZXI,1197.0
5166,2017,39000,Diesel,Automatic,First,17.9,17.9,27.0,MERCEDES-BENZ,CLA 200,2143.0
5167,2014,68000,Petrol,Manual,Second,16.02,16.02,6.75,MARUTI,ERTIGA ZXI,1373.0
5168,2007,71000,Petrol,Manual,Second,18.9,18.9,1.5,MARUTI,WAGON R,998.0
5169,2012,72003,Diesel,Manual,First,22.07,22.07,3.9,VOLKSWAGEN,POLO DIESEL,1199.0
5170,2014,135670,Diesel,Manual,First,22.7,22.7,6.55,FORD,ECOSPORT 1.5,1498.0
5171,2017,65850,Diesel,Manual,First,25.1,25.1,9.44,HONDA,CITY I,1498.0
5172,2015,53920,Petrol,Manual,First,14.28,14.28,10.77,TOYOTA,COROLLA ALTIS,1798.0
5173,2014,58000,Diesel,Manual,First,15.1,15.1,7.5,MAHINDRA,XUV500 W8,2179.0
5174,2016,4000,Petrol,Manual,First,24.7,24.7,3.0,MARUTI,ALTO 800,796.0
5175,2010,58000,Diesel,Automatic,First,18.59,18.59,11.75,BMW,5 SERIES,2993.0
5176,2016,29832,Petrol,Manual,First,21.1,21.1,3.29,HYUNDAI,EON D,814.0
5177,2016,71156,Diesel,Manual,First,26.59,26.59,6.5,MARUTI,SWIFT DZIRE,1248.0
5178,2015,64687,CNG,Manual,First,31.79,31.79,3.8,MARUTI,CELERIO CNG,998.0
5179,2011,54000,Diesel,Automatic,First,16.55,16.55,18.0,AUDI,A4 2.0,1968.0
5180,2009,75000,Petrol,Automatic,Second,13.7,13.7,4.95,SKODA,SUPERB ELEGANCE,1798.0
5181,2015,39208,Petrol,Manual,First,17.57,17.57,4.52,TATA,ZEST REVOTRON,1193.0
5182,2014,41000,Diesel,Manual,First,17.0,17.0,8.0,FORCE,ONE LX,2149.0
5183,2013,38622,Petrol,Manual,First,17.4,17.4,6.26,HONDA,CITY I-VTEC,1497.0
5184,2016,18000,Petrol,Manual,First,16.95,16.95,7.5,NISSAN,SUNNY 2011-2014,1498.0
5186,2011,45000,Petrol,Automatic,First,14.4,14.4,3.35,VOLKSWAGEN,VENTO PETROL,1598.0
5187,2014,48656,Petrol,Automatic,First,15.74,15.74,5.5,HYUNDAI,VERNA 1.6,1591.0
5188,2012,79000,Diesel,Automatic,First,22.0,22.0,5.25,HYUNDAI,VERNA CRDI,1582.0
5189,2012,88000,Diesel,Automatic,First,16.55,16.55,16.25,AUDI,A4 2.0,1968.0
5190,2009,92000,Petrol,Manual,First,15.5,15.5,2.7,MARUTI,SX4 VXI,1586.0
5191,2019,9000,Diesel,Automatic,First,12.62,12.62,32.9,FORD,ENDEAVOUR 2.2,2198.0
